store_cd,item_cd
861,4514953727427 
861,842776102461 
861,4549292037708 
861,4549980046388 
861,4550084118970 
861,5033588038801 
861,4975287607227 
861,4975287607227 
861,4548736011564 
861,4549815291006 
861,4549980071427 
861,4562344358118 
861,4580244684717 
861,4901140906879 
861,4901301289469 
861,4901301310378 
861,4901301348418 
861,4962752007354 
861,8710103535973 
861,4988617257443 
861,3045386376735 
861,4548736016521 
861,4548736065253 
861,4549077769503 
861,4549077995278 
