発注GP,部門コード,部門名,#N/A_1,#N/A_2,#N/A_3,#N/A_4,#N/A_5,#N/A_6,#N/A_7,BicEC,KBさくら店,KBアクロスプラザ三芳店,KBイオンモール名取店,KBイオンモール堺鉄砲町店,KBイオン昭島SC店,KBファボーレ富山店,KB三鷹店,KB上尾　春日店,KB井草店,KB会津若松店,KB八王子高倉店,KB南砂町SUNAMO店,KB南越谷店,KB卸団地店,KB厚木栄町店,KB名谷店,KB和光店,KB善福寺店,KB大東店,KB宇品店,KB宇都宮本店,KB富士店,KB富山店,KB小倉店,KB小平店,KB広島インター緑井店,KB座間店,KB志村店,KB成城店,KB所沢店,KB新小岩店,KB新潟店,KB方木田店,KB日光店,KB春日部店,KB有松インター店,KB東村山店,KB東海大学東店,KB松戸店,KB柏店,KB横浜大口店,KB横須賀店,KB江北駅前店,KB江戸川店,KB池上店,KB沼津店,KB泉中央店,KB浜松店,KB浦和店,KB海老名店,KB深作店,KB清洲東インター店,KB港北インター店,KB港北東急SC店,KB熊本店,KB熊谷店,KB熱田店,KB甲府バイパス店,KB相模原店,KB福岡春日店,KB福岡西店,KB福島店,KB箕面店,KB習志野店,KB船橋店,KB若林店,KB茨木店,KB葛飾店,KB西友ひばりヶ丘店,KB西友二俣川,KB西東京店,KB越谷店,KB足立加平店,KB那覇店,KB郡山店,KB静岡店,KB駒生店,KB高崎店,KB高野店,KB鹿沼店,KB黒磯店,KBﾍﾞﾙｸｽﾓｰﾙ浮間舟渡店,NEW上越店,NEW与野店,NEW久喜,NEW伊勢崎店,NEW学園都市店,NEW山口宇部空港店,NEW弘前店,NEW生野店,NEW甲府,NEW白河店,NEW真岡店,NEW足利店,SELECT上板橋店,アキバソフマップ,コジマWowma！店,コジマアマゾン店,コジマダイレクトＳＰ,コジマネット,コジマ楽天市場店,コジマＹａｈｏｏ！店,ソフマップアマゾン店,ソフマップコム法人,ソフマップドットコム,ソフマップ楽天,ソフマップ法人,ソフマップ法人WEB用,ソフマップ法人関西,デジタルコレクション,ドットコムY！SHP,モバイル,仙台法人事業所,北関東法人事業所,大阪法人事業所,有楽町店,札幌法人事業所,東京法人事業所,楽天ビック,法人なんば,法人ドットコム,法人名古屋,法人第１グループ,法人第３グループ,法人第４グループ,法人赤坂見附駅店,神戸ハーバーランド店,福岡法人事業所,赤坂見附駅店,ＢＩＣアマゾン店,ＢＩＣ楽天市場店,売上金額_sum,販売数_sum,有楽町店_売上比率,ＢＩＣ楽天市場店_売上比率,BicEC_売上比率,赤坂見附駅店_売上比率,法人第１グループ_売上比率,法人第３グループ_売上比率,法人第４グループ_売上比率,モバイル_売上比率,ＢＩＣアマゾン店_売上比率,楽天ビック_売上比率,法人赤坂見附駅店_売上比率,法人名古屋_売上比率,法人なんば_売上比率,法人ドットコム_売上比率,ソフマップアマゾン店_売上比率,ソフマップ楽天_売上比率,アキバソフマップ_売上比率,デジタルコレクション_売上比率,ドットコムY！SHP_売上比率,ソフマップ法人WEB用_売上比率,ソフマップ法人_売上比率,ソフマップドットコム_売上比率,ソフマップコム法人_売上比率,ソフマップ法人関西_売上比率,コジマダイレクトＳＰ_売上比率,コジマWowma！店_売上比率,KB西友二俣川_売上比率,KBﾍﾞﾙｸｽﾓｰﾙ浮間舟渡店_売上比率,NEW弘前店_売上比率,KB泉中央店_売上比率,KBイオンモール名取店_売上比率,KB卸団地店_売上比率,NEW白河店_売上比率,KB郡山店_売上比率,KB会津若松店_売上比率,KB福島店_売上比率,KB方木田店_売上比率,NEW学園都市店_売上比率,KB駒生店_売上比率,KB鹿沼店_売上比率,NEW足利店_売上比率,NEW真岡店_売上比率,KB日光店_売上比率,KB黒磯店_売上比率,KBさくら店_売上比率,コジマネット_売上比率,NEW伊勢崎店_売上比率,KB高崎店_売上比率,KB深作店_売上比率,KB和光店_売上比率,KB南越谷店_売上比率,NEW久喜_売上比率,NEW与野店_売上比率,KB浦和店_売上比率,KB越谷店_売上比率,KB熊谷店_売上比率,KB上尾　春日店_売上比率,KB春日部店_売上比率,KB所沢店_売上比率,KBアクロスプラザ三芳店_売上比率,KB柏店_売上比率,KB松戸店_売上比率,KB船橋店_売上比率,KB習志野店_売上比率,SELECT上板橋店_売上比率,KB小平店_売上比率,KB港北東急SC店_売上比率,KB江戸川店_売上比率,KB井草店_売上比率,KB若林店_売上比率,KB志村店_売上比率,KB新小岩店_売上比率,KB三鷹店_売上比率,KB池上店_売上比率,KB善福寺店_売上比率,KB葛飾店_売上比率,KB東村山店_売上比率,KB江北駅前店_売上比率,KB南砂町SUNAMO店_売上比率,KB西東京店_売上比率,KB足立加平店_売上比率,KBイオン昭島SC店_売上比率,KB成城店_売上比率,KB港北インター店_売上比率,KB厚木栄町店_売上比率,KB海老名店_売上比率,KB横須賀店_売上比率,KB相模原店_売上比率,KB座間店_売上比率,KB横浜大口店_売上比率,KB東海大学東店_売上比率,KB新潟店_売上比率,NEW上越店_売上比率,NEW甲府_売上比率,KB甲府バイパス店_売上比率,KB富山店_売上比率,KBファボーレ富山店_売上比率,KB静岡店_売上比率,KB浜松店_売上比率,KB沼津店_売上比率,KB富士店_売上比率,KB熱田店_売上比率,KB有松インター店_売上比率,KB清洲東インター店_売上比率,KB高野店_売上比率,KB箕面店_売上比率,KB茨木店_売上比率,NEW生野店_売上比率,KB大東店_売上比率,KB名谷店_売上比率,神戸ハーバーランド店_売上比率,KB宇品店_売上比率,KB広島インター緑井店_売上比率,NEW山口宇部空港店_売上比率,KB福岡春日店_売上比率,KB福岡西店_売上比率,KB小倉店_売上比率,KB熊本店_売上比率,KB那覇店_売上比率,KB宇都宮本店_売上比率,KB八王子高倉店_売上比率,コジマ楽天市場店_売上比率,コジマＹａｈｏｏ！店_売上比率,コジマアマゾン店_売上比率,KBイオンモール堺鉄砲町店_売上比率,KB西友ひばりヶ丘店_売上比率,北関東法人事業所_売上比率,仙台法人事業所_売上比率,東京法人事業所_売上比率,大阪法人事業所_売上比率,福岡法人事業所_売上比率,札幌法人事業所_売上比率,#N/A_6_売上比率,#N/A_3_売上比率,#N/A_7_売上比率,#N/A_5_売上比率,#N/A_2_売上比率,#N/A_1_売上比率,#N/A_4_売上比率,JAN数
トイズ,501515,ブロック,,,,,,,,139857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4158.0,,,,16642.0,22500.0,,,20800.0,35972.0,,,,50468.0,20789.0,233605.0,,,,,,,426419.0,,4158.0,,,,,,,,,,,975368.0,285.0,,,0.14338895678349095,,,,,0.2395044742087089,,0.43718781013935254,,,,0.0042630063729792245,,0.03688043897277746,,0.051742521796901274,0.021314006610838165,,,0.021325284405475677,,,,0.0042630063729792245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017062278032496454,0.02306821630400013,,,,,,,,,,,,,,,,,305
トイズ,501516,レゴブロック,,,,,,,,903343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123927.0,,25454.0,13834.0,721960.0,1994136.0,,,81504.0,655234.0,,,,249854.0,621145.0,1223762.0,,,,,,,3801900.0,,31610.0,,6026.0,,,,,,,,,10453689.0,1774.0,,,0.08641380090798569,,0.0005764472235590709,,,0.11706508582759637,,0.3636897941004367,,,,0.003023812933405614,,0.06267969135106277,,0.02390103627532826,0.05941873725150997,,,0.00779667349966122,,,0.0024349299084753715,0.011854858127116657,,,,,,,,,,,,,,,,,,,,0.0013233605859137383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06906270121485343,0.19075907079309515,,,,,,,,,,,,,,,,,394
トイズ,501520,男児玩具,,,,,,,,341185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10842.0,,26698.0,22660.0,,,15893.0,16544.0,,,,18250.0,10950.0,706239.0,,,,,,,282262.0,,,,,,,,,,,,,1451523.0,604.0,,,0.23505311317836508,,,,,0.48655033368399947,,0.1944591990619508,,,,,,0.011397683674320007,,0.012573000910078586,0.007543800546047152,,,0.010949189230897478,,,0.007469395937921755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01839309470122072,0.015611189075198947,,,,,,,,,,,,,,,,,390
トイズ,501521,男児玩具（仮面ライダー）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202.0,,,,,,,,,,,,,,,,,,,,2202.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
トイズ,501522,男児玩具（スーパー戦隊）,,,,,,,,110576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650.0,7300.0,,,,38616.0,109586.0,,,,3650.0,,,,,,243311.0,,,,,,,137217.0,,,,,,,,,,,,,653906.0,201.0,,,0.16910075760124543,,,,,0.37208864882720144,,0.20984208739482432,,,,,,0.005581842038458127,0.005581842038458127,,,,,,,,,0.011163684076916255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059054359495095625,0.16758677852780063,,,,,,,,,,,,,,,,,31
トイズ,501523,男児玩具（ウルトラマン）,,,,,,,,32248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5202.0,,,,,,,,,,1706.0,52926.0,,,,,,,2964.0,,,,,,,,,,,,,95046.0,153.0,,,0.3392883445910401,,,,,0.5568461587021022,,0.031184899943185403,,,,,,,,,0.017949203543547336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473139322012499,,,,,,,,,,,,,,,,,,157
トイズ,501525,車・電車,,,,,,,,684344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12663.0,,13699.0,3471.0,97888.0,115285.0,,,8935.0,43502.0,,,,38101.0,64649.0,734532.0,,,,,,,783142.0,,17372.0,,,,,,,,,,,2617583.0,2292.0,,,0.26144118448202025,,,,,0.2806145975122852,,0.2991851643290776,,,,0.0066366567936909735,,0.016619148275336445,,0.014555794410339615,0.02469797519314574,,,0.0034134543202641522,,,0.005233453915310422,0.0048376689487974215,,,,,,,,,,,,,,,,,,,,0.001326032450546936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037396330889985153,0.04404253847920009,,,,,,,,,,,,,,,,,928
トイズ,501530,女児玩具,,,,,,,6436.0,291637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6512.0,,6739.0,4082.0,63364.0,121765.0,,,9132.0,17723.0,,,,25172.0,18769.0,741039.0,,,344.0,,,,484938.0,,13356.0,,2138.0,,,,,,,,,1817649.0,1720.0,,,0.1604473691015152,,0.001176244698508898,,,0.407690923825227,,0.26679408400631804,,,,0.007347953317719758,,0.009750507386189523,,0.01384865834932927,0.010325976027274792,,,0.005024072304388801,,,0.0037075364935694405,0.0035826498955518916,,,,,,,,,,,,,,,,,,,,0.0022457581194168953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002477375995035345,,,,,,,,,,,,,,,,,,,,,,,0.03486041584486334,0.06699038153130775,,,,,,,0.00018925546131293776,,,,,0.003540837642471126,,,,,828
トイズ,501531,女児玩具（プリキュア）,,,,,,,,38740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3822.0,9416.0,,,,,,,,,,49405.0,,,,,,,10192.0,,,,,,,,,,,,,111575.0,74.0,,,0.34721039659421915,,,,,0.4427963253416984,,0.0913466278288147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03425498543580551,0.08439166479946225,,,,,,,,,,,,,,,,,22
トイズ,501532,女児玩具（リカちゃん）,,,,,,,,88325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23758.0,,22224.0,,43669.0,376444.0,,,,18791.0,,,,,18510.0,395088.0,,,,,,,317879.0,,,,6026.0,,,,,,,,,1310714.0,363.0,,,0.06738693567017671,,0.004597494190189469,,,0.3014296024914665,,0.2425235406045865,,,,,,0.014336460890781666,,,0.014122073923067885,,,,,,0.01695564402302867,0.018125998501580056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03331695549143444,0.2872052942136881,,,,,,,,,,,,,,,,,107
トイズ,501533,女児玩具（シルバニアファミリ－）,,,,,,,,47616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7633.0,14080.0,,2721.0,,,,8065.0,,,,2246.0,,155741.0,,,,,,,60765.0,,,,,,,,,,,,,298867.0,201.0,,,0.15932170497244594,,,,,0.5211047054375357,,0.20331786379894737,,,,,,0.02698524761850589,,0.007515048499834374,,,,,,,0.02553978860161878,,,,,,,,,,,,,,,,,,,,,0.047111256846691006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009104384224420897,,,,,,,,,,,,,,,,,230
トイズ,501535,女児玩具（人形）,,,,,,,,59713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13369.0,,8238.0,,85595.0,49373.0,,,,1706.0,,,,3250.0,10377.0,131768.0,,,,,,,125996.0,,,,,,,,,,,,,489385.0,161.0,,,0.12201640834925467,,,,,0.26925222473104,,0.2574578297250631,,,,,,0.003486007948752005,,0.006640988179041041,0.021204164410433504,,,,,,0.016833372498135414,0.027317960297107594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17490319482615937,0.10088784903501333,,,,,,,,,,,,,,,,,144
トイズ,501540,電遊玩具,,,,,,,,298488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12744.0,20800.0,112378.0,120608.0,,,12744.0,21404.0,,,,12916.0,15594.0,440827.0,,,,,,,747169.0,,26546.0,,,,6090.0,10778.0,,,,,,1859086.0,273.0,,,0.16055631638342713,,,,0.0032758032710697624,0.2371202838384023,,0.4019012568541746,0.005797472521443333,,,0.01427905970998652,,0.011513184435792643,,0.006947500008068481,0.008387992809369766,,,0.006854981426356823,,,0.006854981426356823,,,,,,,,,,,,,,,,,,,,,0.011188293602340074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060447983579027545,0.06487489013418422,,,,,,,,,,,,,,,,,135
トイズ,501550,ゲーム,,,,,,,,362914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002.0,,2116.0,4190.0,50472.0,58501.0,,,3002.0,33709.0,,,,28616.0,31680.0,489664.0,,,,,,37080.0,457244.0,,19206.0,,2419.0,,,16479.0,,,,,,1600294.0,731.0,,,0.22677957925231237,,0.0015115972440064138,,,0.3059837754812553,,0.28572499803161167,0.010297482837528604,,,0.012001544716158406,,0.021064254443246052,,0.017881714235009318,0.019796362418405617,,,0.001875905302400684,,,0.0013222570352697692,0.001875905302400684,,,,,,,,,,,,,,,,,,,,0.0026182688930908946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03153920467114168,0.036556407760074086,,,,,,0.023170742376088394,,,,,,,,,,,973
トイズ,501560,ぬいぐるみ,,,,,,,,17192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39211.0,,,,,,,24417.0,,6004.0,,,,,,,,,,,86824.0,47.0,,,0.19800976688473232,,,,,0.4516147608956049,,0.2812240855063116,,,,0.06915138671335115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136
トイズ,501580,季節玩具,,,,,,,,16572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5162.0,,,,,,,,,,,10146.0,,,,,,,15270.0,,,,,,,,,,,,,47150.0,22.0,,,0.35147401908801695,,,,,0.21518557794273596,,0.3238600212089077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10948038176033935,,,,,,,,,,,,,,,,,,117
トイズ,501585,季節玩具（消化）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7431.0,,,,,,,375.0,,,,,,,,,,,,,7806.0,7.0,,,,,,,,0.9519600307455803,,0.048039969254419675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
トイズ,501590,トレーディングカード,,,,,,,,1166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3498.0,3.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,4
トイズ,501598,トレーディングカード（その他）,,,,,,,,16150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,,,,,,,,,,,,,,340.0,18561.0,,,,,,,2107.0,,,,,,,,,,,,,37416.0,106.0,,,0.43163352576437886,,,,,0.4960711994868505,,0.056312807355142186,,,,,,,,,0.009087021595039555,,,,,,,0.006895445798588839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148
トイズ,501599,その他一般玩具関連,,,,,,,,74355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2786.0,,,,,1598.0,,,,2872.0,,,,5744.0,2872.0,186025.0,,,,,,5955.0,106882.0,,4298.0,,1036.0,,,,,,,,,394423.0,197.0,,,0.18851588269446762,,0.0026266216726712186,,,0.4716383172380921,,0.27098318302938723,,,,0.010896930452838703,,0.007281522629258436,,0.014563045258516871,0.007281522629258436,,,,,,,0.007063482606237466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004051487869622208,,,,,,0.015098003919649716,,,,,,,,,,,414
トイズ,502099,その他玩具関連,,,,,,,,1944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
トイズ,502410,フィギュア　（ロボットアニメ）,,,,,,,,18942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28380.0,,,,,,,,,,17668.0,,,,,,,,,,,,,,,,,,,,64990.0,14.0,,,0.29146022464994614,,,,,0.27185720880135406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4366825665486998,,,,,,,,,,,,,,,,,10
トイズ,502420,フィギュア　（キャラクター）,,,,,,,,77797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75739.0,,,,,,,64470.0,,,,,,,,,,,,,218006.0,82.0,,,0.35685715072062235,,,,,0.3474170435676082,,0.2957258057117694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185
トイズ,502430,フィギュア　（特撮フィギュア）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4730.0,,,,,,,,,,,,,,,,,,,,4730.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
トイズ,502440,フィギュア　（超合金）,,,,,,,,13824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13824.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
トイズ,502450,フィギュア　（フィギュア）,,,,,,,,6866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750.0,,,,,,,,,,,,,,,,,,,,11616.0,12.0,,,0.5910812672176309,,,,,0.4089187327823691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
トイズ,502510,ラジコン,,,,,,,,38930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838.0,,,4298.0,,,,,,3758.0,35264.0,,,,,,,80658.0,,8596.0,,7322.0,,,,,,,,,183664.0,40.0,,,0.21196315010018293,,0.03986627755030926,,,0.19200278769927695,,0.4391606411708337,,,,0.046802857391758865,,,,,0.02046127711473125,,,0.023401428695879432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026341580277027616,,,,,,,,,,,,,,,,,139
