発注GP,部門コード,部門名,#N/A_1,#N/A_2,#N/A_3,#N/A_4,#N/A_5,#N/A_6,#N/A_7,BicEC,KBさくら店,KBアクロスプラザ三芳店,KBイオンモール名取店,KBイオンモール堺鉄砲町店,KBイオン昭島SC店,KBファボーレ富山店,KB三鷹店,KB上尾　春日店,KB井草店,KB会津若松店,KB八王子高倉店,KB南砂町SUNAMO店,KB南越谷店,KB卸団地店,KB厚木栄町店,KB名谷店,KB和光店,KB善福寺店,KB大東店,KB宇品店,KB宇都宮本店,KB富士店,KB富山店,KB小倉店,KB小平店,KB広島インター緑井店,KB座間店,KB志村店,KB成城店,KB所沢店,KB新小岩店,KB新潟店,KB方木田店,KB日光店,KB春日部店,KB有松インター店,KB東村山店,KB東海大学東店,KB松戸店,KB柏店,KB横浜大口店,KB横須賀店,KB江北駅前店,KB江戸川店,KB池上店,KB沼津店,KB泉中央店,KB浜松店,KB浦和店,KB海老名店,KB深作店,KB清洲東インター店,KB港北インター店,KB港北東急SC店,KB熊本店,KB熊谷店,KB熱田店,KB甲府バイパス店,KB相模原店,KB福岡春日店,KB福岡西店,KB福島店,KB箕面店,KB習志野店,KB船橋店,KB若林店,KB茨木店,KB葛飾店,KB西友ひばりヶ丘店,KB西友二俣川,KB西東京店,KB越谷店,KB足立加平店,KB那覇店,KB郡山店,KB静岡店,KB駒生店,KB高崎店,KB高野店,KB鹿沼店,KB黒磯店,KBﾍﾞﾙｸｽﾓｰﾙ浮間舟渡店,NEW上越店,NEW与野店,NEW久喜,NEW伊勢崎店,NEW学園都市店,NEW山口宇部空港店,NEW弘前店,NEW生野店,NEW甲府,NEW白河店,NEW真岡店,NEW足利店,SELECT上板橋店,アキバソフマップ,コジマWowma！店,コジマアマゾン店,コジマダイレクトＳＰ,コジマネット,コジマ楽天市場店,コジマＹａｈｏｏ！店,ソフマップアマゾン店,ソフマップコム法人,ソフマップドットコム,ソフマップ楽天,ソフマップ法人,ソフマップ法人WEB用,ソフマップ法人関西,デジタルコレクション,ドットコムY！SHP,モバイル,仙台法人事業所,北関東法人事業所,大阪法人事業所,有楽町店,札幌法人事業所,東京法人事業所,楽天ビック,法人なんば,法人ドットコム,法人名古屋,法人第１グループ,法人第３グループ,法人第４グループ,法人赤坂見附駅店,神戸ハーバーランド店,福岡法人事業所,赤坂見附駅店,ＢＩＣアマゾン店,ＢＩＣ楽天市場店,売上金額_sum,販売数_sum,有楽町店_販売比率,ＢＩＣ楽天市場店_販売比率,BicEC_販売比率,赤坂見附駅店_販売比率,法人第１グループ_販売比率,法人第３グループ_販売比率,法人第４グループ_販売比率,モバイル_販売比率,ＢＩＣアマゾン店_販売比率,楽天ビック_販売比率,法人赤坂見附駅店_販売比率,法人名古屋_販売比率,法人なんば_販売比率,法人ドットコム_販売比率,ソフマップアマゾン店_販売比率,ソフマップ楽天_販売比率,アキバソフマップ_販売比率,デジタルコレクション_販売比率,ドットコムY！SHP_販売比率,ソフマップ法人WEB用_販売比率,ソフマップ法人_販売比率,ソフマップドットコム_販売比率,ソフマップコム法人_販売比率,ソフマップ法人関西_販売比率,コジマダイレクトＳＰ_販売比率,コジマWowma！店_販売比率,KB西友二俣川_販売比率,KBﾍﾞﾙｸｽﾓｰﾙ浮間舟渡店_販売比率,NEW弘前店_販売比率,KB泉中央店_販売比率,KBイオンモール名取店_販売比率,KB卸団地店_販売比率,NEW白河店_販売比率,KB郡山店_販売比率,KB会津若松店_販売比率,KB福島店_販売比率,KB方木田店_販売比率,NEW学園都市店_販売比率,KB駒生店_販売比率,KB鹿沼店_販売比率,NEW足利店_販売比率,NEW真岡店_販売比率,KB日光店_販売比率,KB黒磯店_販売比率,KBさくら店_販売比率,コジマネット_販売比率,NEW伊勢崎店_販売比率,KB高崎店_販売比率,KB深作店_販売比率,KB和光店_販売比率,KB南越谷店_販売比率,NEW久喜_販売比率,NEW与野店_販売比率,KB浦和店_販売比率,KB越谷店_販売比率,KB熊谷店_販売比率,KB上尾　春日店_販売比率,KB春日部店_販売比率,KB所沢店_販売比率,KBアクロスプラザ三芳店_販売比率,KB柏店_販売比率,KB松戸店_販売比率,KB船橋店_販売比率,KB習志野店_販売比率,SELECT上板橋店_販売比率,KB小平店_販売比率,KB港北東急SC店_販売比率,KB江戸川店_販売比率,KB井草店_販売比率,KB若林店_販売比率,KB志村店_販売比率,KB新小岩店_販売比率,KB三鷹店_販売比率,KB池上店_販売比率,KB善福寺店_販売比率,KB葛飾店_販売比率,KB東村山店_販売比率,KB江北駅前店_販売比率,KB南砂町SUNAMO店_販売比率,KB西東京店_販売比率,KB足立加平店_販売比率,KBイオン昭島SC店_販売比率,KB成城店_販売比率,KB港北インター店_販売比率,KB厚木栄町店_販売比率,KB海老名店_販売比率,KB横須賀店_販売比率,KB相模原店_販売比率,KB座間店_販売比率,KB横浜大口店_販売比率,KB東海大学東店_販売比率,KB新潟店_販売比率,NEW上越店_販売比率,NEW甲府_販売比率,KB甲府バイパス店_販売比率,KB富山店_販売比率,KBファボーレ富山店_販売比率,KB静岡店_販売比率,KB浜松店_販売比率,KB沼津店_販売比率,KB富士店_販売比率,KB熱田店_販売比率,KB有松インター店_販売比率,KB清洲東インター店_販売比率,KB高野店_販売比率,KB箕面店_販売比率,KB茨木店_販売比率,NEW生野店_販売比率,KB大東店_販売比率,KB名谷店_販売比率,神戸ハーバーランド店_販売比率,KB宇品店_販売比率,KB広島インター緑井店_販売比率,NEW山口宇部空港店_販売比率,KB福岡春日店_販売比率,KB福岡西店_販売比率,KB小倉店_販売比率,KB熊本店_販売比率,KB那覇店_販売比率,KB宇都宮本店_販売比率,KB八王子高倉店_販売比率,コジマ楽天市場店_販売比率,コジマＹａｈｏｏ！店_販売比率,コジマアマゾン店_販売比率,KBイオンモール堺鉄砲町店_販売比率,KB西友ひばりヶ丘店_販売比率,北関東法人事業所_販売比率,仙台法人事業所_販売比率,東京法人事業所_販売比率,大阪法人事業所_販売比率,福岡法人事業所_販売比率,札幌法人事業所_販売比率,#N/A_6_販売比率,#N/A_3_販売比率,#N/A_7_販売比率,#N/A_5_販売比率,#N/A_2_販売比率,#N/A_1_販売比率,#N/A_4_販売比率,JAN数
パソコンソフト,397060,ユーティリティ　（ＷＩＮ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2
パソコンソフト,397092,音楽　（ＨＹＢ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29160.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4
パソコンソフト,397150,動画編集　（ＷＩＮ）,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,5.0,,,,,,2.0,,,1.0,1.0,,,,,,2.0,1.0,,1.0,,,,,,,,,,,130665.0,22.0,,,0.13636363636363635,,,,,0.045454545454545456,,0.045454545454545456,,,,0.045454545454545456,,,,,0.045454545454545456,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13636363636363635,0.22727272727272727,,,,,,0.09090909090909091,,,,,,,,,,,11
パソコンソフト,397242,辞書・辞典ソフト（ＨＹＢ）,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12744.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
パソコン周辺機器,308310,ｉＰａｄ関連アクセサリー,,,,,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,10.0,2.0,10.0,72.0,50.0,45.0,,19.0,47.0,,24.0,,22.0,26.0,166.0,,6.0,2.0,,5.0,4.0,209.0,1.0,166.0,,,,,,,,,7.0,,3393447.0,1552.0,,,0.41881443298969073,,,,,0.10695876288659793,0.004510309278350515,0.13466494845360824,,,0.0006443298969072165,0.10695876288659793,0.028994845360824743,0.030283505154639175,,0.014175257731958763,0.01675257731958763,0.015463917525773196,,0.012242268041237113,,,0.001288659793814433,0.004510309278350515,,,,,,,,,,,,,,,,,,,,0.006443298969072165,,,,,,,,,,,,,,,,0.0006443298969072165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006443298969072165,,,,,,,,,,,,,,,,,,,,,,,,0.04639175257731959,0.03221649484536082,0.006443298969072165,,,0.003865979381443299,,0.002577319587628866,0.001288659793814433,,0.0032216494845360823,,,,,,,,938
パソコン周辺機器,308315,ｉＰａｄ関連アクセサリー（消化）,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,7342.0,5.0,,,0.6,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
パソコン周辺機器,341010,ＨＤＤ（リテール）,,,,,,,,326.0,,,,,,2.0,2.0,,,,1.0,,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,,,5.0,105.0,13.0,117.0,97.0,60.0,83.0,,44.0,98.0,,40.0,,28.0,54.0,108.0,,6.0,3.0,,4.0,4.0,120.0,6.0,96.0,,2.0,,1.0,1.0,,1.0,,13.0,,31302745.0,1459.0,,,0.22344071281699796,,0.0013708019191226869,,0.0006854009595613434,0.07402330363262509,0.008910212474297465,0.0822481151473612,0.0006854009595613434,,0.00411240575736806,0.06579849211788896,0.0568882796435915,0.06716929403701165,,0.019191226867717615,0.037011651816312545,0.027416038382453736,,0.03015764222069911,,,0.008910212474297465,0.003427004797806717,,,,,,,,,,,,,,,0.00205620287868403,0.0006854009595613434,,,,0.08019191226867718,,,,,0.00411240575736806,,,,,,,,,,0.0027416038382453737,,,,,,,,,,,,0.0013708019191226869,0.00205620287868403,,,,,,,,,,,,,,,,,,,,0.0006854009595613434,,,0.0013708019191226869,,,,,,,,,,,,,,,0.0006854009595613434,,,,,,,,,0.0006854009595613434,0.06648389307745031,0.0411240575736806,0.07196710075394105,,,0.00411240575736806,,0.0027416038382453737,0.00205620287868403,0.0006854009595613434,0.0027416038382453737,,,,,,,,285
パソコン周辺機器,341030,ポータブルＨＤＤ,,,,2.0,,,,399.0,,,,,,,,,,,,1.0,10.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,8.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,2.0,,,,,,24.0,946.0,51.0,216.0,352.0,100.0,182.0,,24.0,236.0,,80.0,31.0,84.0,86.0,160.0,,10.0,5.0,,1.0,5.0,297.0,12.0,161.0,,1.0,,1.0,,,1.0,,24.0,,36321431.0,3524.0,,,0.11322360953461975,,0.00028376844494892167,,0.00028376844494892167,0.04540295119182747,0.00681044267877412,0.08427922814982974,,,0.00340522133938706,0.04568671963677639,0.051645856980703744,0.06696935300794551,,0.02383654937570942,0.024404086265607264,0.022701475595913734,,0.00681044267877412,,0.008796821793416572,0.014472190692395005,0.00681044267877412,,,,0.00028376844494892167,,0.00028376844494892167,,,,,,0.0011350737797956867,,,,,,,,0.06129398410896708,,,,,0.0028376844494892167,,,,,,,,,,0.0022701475595913734,,,0.00028376844494892167,,,,,,,0.00028376844494892167,,,0.0005675368898978433,,,,,0.00028376844494892167,,,,,,,,,,,,,0.00028376844494892167,,0.0005675368898978433,,,,0.00028376844494892167,,,,,,,,,,,,,,,,,,,,,,,,0.09988649262202043,0.028376844494892167,0.2684449489216799,,,0.0028376844494892167,,0.0014188422247446084,0.0014188422247446084,0.00028376844494892167,0.00028376844494892167,,,,,,,0.0005675368898978433,161
パソコン周辺機器,341050,ＨＤＤ（ＡＶ用）,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,154.0,14.0,48.0,84.0,44.0,58.0,,11.0,38.0,,,,12.0,17.0,54.0,,1.0,,,,,171.0,,5.0,,,,,,,,,13.0,,15599978.0,829.0,,,0.12303980699638119,,,,,0.06513872135102533,0.015681544028950542,0.20627261761158022,,,,0.006031363088057901,0.06996381182147166,0.045838359469240045,,0.014475271411338963,0.020506634499396863,,,0.013268998793727383,,,0.016887816646562123,0.0012062726176115801,,,,,,,,,,,,,,,0.0012062726176115801,,,,,0.05790108564535585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012062726176115801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10132689987937274,0.05307599517490953,0.18576598311218334,,,0.0012062726176115801,,,,,,,,,,,,,34
パソコン周辺機器,341099,その他ＨＤＤ関連,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,2.0,,12.0,,1.0,3.0,,,,1.0,1.0,3.0,,,,,,,6.0,,4.0,,,,,,,,,3.0,,1173371.0,50.0,,,0.22,,,,,0.06,0.06,0.12,,,,0.08,0.24,0.06,,0.02,0.02,,,0.02,,,,,,,,,,,,,,,,,,,,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,0.02,,,,,,,,,,,,,,,,38
パソコン周辺機器,343010,ＤＶＤ－ＲＯＭドライブ,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,1.0,,,,3.0,1.0,7.0,,,,,,,3.0,,5.0,,,,,,,,,,,83958.0,27.0,,,0.07407407407407407,,,,,0.25925925925925924,,0.1111111111111111,,,,0.18518518518518517,,0.037037037037037035,,0.1111111111111111,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,0.1111111111111111,,,,,,,,,,,,,,,,,7
パソコン周辺機器,343050,ＤＶＤマルチ外付,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,14.0,10.0,41.0,46.0,54.0,36.0,,21.0,24.0,,11.0,,10.0,15.0,63.0,,,3.0,,,2.0,51.0,1.0,27.0,,,,,,,1.0,,12.0,,2376601.0,563.0,,,0.1989342806394316,,,,,0.11190053285968028,0.021314387211367674,0.0905861456483126,,,0.0017761989342806395,0.047957371225577264,0.06394316163410302,0.04262877442273535,,0.017761989342806393,0.02664298401420959,0.019538188277087035,,0.037300177619893425,,,0.017761989342806393,0.015985790408525755,,,,,,,,,,,,,,,,,,,,0.07282415630550622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08170515097690942,0.09591474245115453,0.02486678507992895,,,,,0.003552397868561279,0.0053285968028419185,0.0017761989342806395,,,,,,,,,36
パソコン周辺機器,343055,ＤＶＤマルチ内蔵,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,35810.0,10.0,,,0.2,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,1
パソコン周辺機器,343110,ブルーレイディスクドライブ外付,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,16.0,61.0,48.0,22.0,22.0,,25.0,44.0,,10.0,,13.0,28.0,25.0,,9.0,,,1.0,,77.0,4.0,24.0,,,,,,,,,5.0,,6636423.0,550.0,,,0.1709090909090909,,,,,0.045454545454545456,0.00909090909090909,0.14,,,0.007272727272727273,0.04363636363636364,0.04,0.08,,0.023636363636363636,0.05090909090909091,0.01818181818181818,,0.045454545454545456,,,0.02909090909090909,0.0018181818181818182,,,,,,,,,,,,,,,,,,,,0.11090909090909092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08727272727272728,0.04,0.038181818181818185,,,0.016363636363636365,,,,,0.0018181818181818182,,,,,,,,33
パソコン周辺機器,343120,ブルーレイディスクドライブ内蔵,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,5.0,2.0,,,,,1.0,2.0,,,,,,,6.0,2.0,2.0,,,,,,,,,,,478515.0,29.0,,,0.13793103448275862,,,,,0.06896551724137931,,0.20689655172413793,,,0.06896551724137931,0.06896551724137931,,0.06896551724137931,,,0.034482758620689655,,,0.1724137931034483,,,,,,,,,,,,,,,,,,,,,,,,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034482758620689655,0.10344827586206896,,,,,,,,,,,,,,,,,5
パソコン周辺機器,343140,ＨＤＤＶＤドライブ外付,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
パソコン周辺機器,345080,その他ＰＣドライブ,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,2.0,2.0,,,3.0,,1.0,,1.0,4.0,,,,,,,,5.0,,,,,,,,,,,,,43991.0,28.0,,,0.25,,,,,,,0.17857142857142858,,,,,0.07142857142857142,0.10714285714285714,,0.03571428571428571,0.14285714285714285,0.03571428571428571,,,,,,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,0.07142857142857142,,,,,,,,,,,,,,,,,4
パソコン周辺機器,362030,ペンタブレット,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,36.0,11.0,22.0,7.0,23.0,11.0,,11.0,15.0,,14.0,,4.0,4.0,45.0,,,,,,1.0,38.0,,3.0,,,,,,,,,1.0,,19593659.0,345.0,,,0.2811594202898551,,,,,0.13043478260869565,0.002898550724637681,0.11014492753623188,,,,0.008695652173913044,0.03188405797101449,0.043478260869565216,,0.011594202898550725,0.011594202898550725,0.04057971014492753,,0.03188405797101449,,,0.03188405797101449,0.005797101449275362,,,,,,,,,,,,,,,,,,,,0.06376811594202898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020289855072463767,0.06666666666666667,0.10434782608695652,,,,,0.002898550724637681,,,,,,,,,,,45
パソコン周辺機器,363080,その他入力装置,,,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,8.0,13.0,7.0,19.0,3.0,,46.0,16.0,,1.0,,8.0,12.0,149.0,,1.0,,,1.0,,29.0,,8.0,,,,,,,,,1.0,,11473617.0,506.0,,,0.3359683794466403,,,,,0.29446640316205536,0.001976284584980237,0.05731225296442688,,,,0.015810276679841896,0.005928853754940711,0.03162055335968379,,0.015810276679841896,0.023715415019762844,0.001976284584980237,,0.09090909090909091,,,0.015810276679841896,,,,,,,,,,,,,,,,,,,,,0.025691699604743084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01383399209486166,0.037549407114624504,0.02766798418972332,,,0.001976284584980237,,,,,0.001976284584980237,,,,,,,,62
パソコン周辺機器,365010,メモリ,,,,,,,1.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,13.0,3.0,12.0,,4.0,13.0,,,,9.0,3.0,5.0,2.0,,2.0,,,,40.0,,54.0,,,,,,,,,,,1962001.0,246.0,,,0.1910569105691057,,,,,0.02032520325203252,,0.16260162601626016,,,,0.21951219512195122,0.04878048780487805,0.052845528455284556,,0.036585365853658534,0.012195121951219513,,,0.016260162601626018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02032520325203252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052845528455284556,0.012195121951219513,0.13414634146341464,,,,0.008130081300813009,,0.008130081300813009,,,,,0.0040650406504065045,,,,,22
パソコン周辺機器,365020,ＵＳＢメモリー,,,,,,,,612.0,,,,,,,5.0,3.0,,,,1.0,,1.0,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,3.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,5.0,,,,,,10.0,,,,,,,,,2.0,,,,,,8.0,97.0,9.0,134.0,165.0,105.0,55.0,1.0,84.0,112.0,,118.0,,26.0,15.0,156.0,,52.0,2.0,,4.0,1.0,242.0,1.0,175.0,,,,2.0,,,49.0,,19.0,,5941191.0,2289.0,,,0.2673656618610747,,,,0.0008737439930100481,0.06815203145478375,0.008300567933595456,0.10572302315421582,,,0.00043687199650502403,0.0764525993883792,0.024027959807776323,0.04892966360856269,,0.011358671909130624,0.00655307994757536,0.051550895587592835,,0.03669724770642202,0.00043687199650502403,,0.003931847968545216,0.0034949759720401923,,0.00436871996505024,,0.001310615989515072,,0.00043687199650502403,,,,,,,,,,,,,,0.05854084753167322,,,,,,,,,,,0.001310615989515072,,,,0.0017474879860200961,,,,,,,,,,,,0.00218435998252512,,,,,,0.00043687199650502403,,,,,,,,,,,,,,,0.0008737439930100481,,,,0.00218435998252512,,,,,,,,0.00043687199650502403,,,,,,0.0017474879860200961,0.0017474879860200961,,,,,0.0008737439930100481,,,,0.07208387942332896,0.045871559633027525,0.04237658366098733,,,0.022717343818261248,,0.00043687199650502403,0.0008737439930100481,0.021406727828746176,0.0017474879860200961,,,,,,,,502
パソコン周辺機器,366010,有線ＬＡＮカード・ボード,,,,,,2.0,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,7.0,17.0,12.0,13.0,,6.0,43.0,,175.0,,1.0,4.0,27.0,,4.0,5.0,,,,53.0,1.0,70.0,,,,3.0,,,,,1.0,,2703952.0,626.0,,,0.20447284345047922,,,,0.004792332268370607,0.04313099041533546,0.001597444089456869,0.08466453674121406,,,0.001597444089456869,0.11182108626198083,0.020766773162939296,0.06869009584664537,,0.001597444089456869,0.006389776357827476,0.2795527156549521,,0.009584664536741214,,,,,,,,,,,,,,,,,,,,,,,,0.011182108626198083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027156549520766772,0.019169329073482427,0.08626198083067092,,,0.006389776357827476,,,0.007987220447284345,,,0.003194888178913738,,,,,,,22
