発注GP,部門コード,部門名,#N/A_1,#N/A_2,#N/A_3,#N/A_4,#N/A_5,#N/A_6,#N/A_7,BicEC,KBさくら店,KBアクロスプラザ三芳店,KBイオンモール名取店,KBイオンモール堺鉄砲町店,KBイオン昭島SC店,KBファボーレ富山店,KB三鷹店,KB上尾　春日店,KB井草店,KB会津若松店,KB八王子高倉店,KB南砂町SUNAMO店,KB南越谷店,KB卸団地店,KB厚木栄町店,KB名谷店,KB和光店,KB善福寺店,KB大東店,KB宇品店,KB宇都宮本店,KB富士店,KB富山店,KB小倉店,KB小平店,KB広島インター緑井店,KB座間店,KB志村店,KB成城店,KB所沢店,KB新小岩店,KB新潟店,KB方木田店,KB日光店,KB春日部店,KB有松インター店,KB東村山店,KB東海大学東店,KB松戸店,KB柏店,KB横浜大口店,KB横須賀店,KB江北駅前店,KB江戸川店,KB池上店,KB沼津店,KB泉中央店,KB浜松店,KB浦和店,KB海老名店,KB深作店,KB清洲東インター店,KB港北インター店,KB港北東急SC店,KB熊本店,KB熊谷店,KB熱田店,KB甲府バイパス店,KB相模原店,KB福岡春日店,KB福岡西店,KB福島店,KB箕面店,KB習志野店,KB船橋店,KB若林店,KB茨木店,KB葛飾店,KB西友ひばりヶ丘店,KB西友二俣川,KB西東京店,KB越谷店,KB足立加平店,KB那覇店,KB郡山店,KB静岡店,KB駒生店,KB高崎店,KB高野店,KB鹿沼店,KB黒磯店,KBﾍﾞﾙｸｽﾓｰﾙ浮間舟渡店,NEW上越店,NEW与野店,NEW久喜,NEW伊勢崎店,NEW学園都市店,NEW山口宇部空港店,NEW弘前店,NEW生野店,NEW甲府,NEW白河店,NEW真岡店,NEW足利店,SELECT上板橋店,アキバソフマップ,コジマWowma！店,コジマアマゾン店,コジマダイレクトＳＰ,コジマネット,コジマ楽天市場店,コジマＹａｈｏｏ！店,ソフマップアマゾン店,ソフマップコム法人,ソフマップドットコム,ソフマップ楽天,ソフマップ法人,ソフマップ法人WEB用,ソフマップ法人関西,デジタルコレクション,ドットコムY！SHP,モバイル,仙台法人事業所,北関東法人事業所,大阪法人事業所,有楽町店,札幌法人事業所,東京法人事業所,楽天ビック,法人なんば,法人ドットコム,法人名古屋,法人第１グループ,法人第３グループ,法人第４グループ,法人赤坂見附駅店,神戸ハーバーランド店,福岡法人事業所,赤坂見附駅店,ＢＩＣアマゾン店,ＢＩＣ楽天市場店,売上金額_sum,販売数_sum,有楽町店_販売比率,ＢＩＣ楽天市場店_販売比率,BicEC_販売比率,赤坂見附駅店_販売比率,法人第１グループ_販売比率,法人第３グループ_販売比率,法人第４グループ_販売比率,モバイル_販売比率,ＢＩＣアマゾン店_販売比率,楽天ビック_販売比率,法人赤坂見附駅店_販売比率,法人名古屋_販売比率,法人なんば_販売比率,法人ドットコム_販売比率,ソフマップアマゾン店_販売比率,ソフマップ楽天_販売比率,アキバソフマップ_販売比率,デジタルコレクション_販売比率,ドットコムY！SHP_販売比率,ソフマップ法人WEB用_販売比率,ソフマップ法人_販売比率,ソフマップドットコム_販売比率,ソフマップコム法人_販売比率,ソフマップ法人関西_販売比率,コジマダイレクトＳＰ_販売比率,コジマWowma！店_販売比率,KB西友二俣川_販売比率,KBﾍﾞﾙｸｽﾓｰﾙ浮間舟渡店_販売比率,NEW弘前店_販売比率,KB泉中央店_販売比率,KBイオンモール名取店_販売比率,KB卸団地店_販売比率,NEW白河店_販売比率,KB郡山店_販売比率,KB会津若松店_販売比率,KB福島店_販売比率,KB方木田店_販売比率,NEW学園都市店_販売比率,KB駒生店_販売比率,KB鹿沼店_販売比率,NEW足利店_販売比率,NEW真岡店_販売比率,KB日光店_販売比率,KB黒磯店_販売比率,KBさくら店_販売比率,コジマネット_販売比率,NEW伊勢崎店_販売比率,KB高崎店_販売比率,KB深作店_販売比率,KB和光店_販売比率,KB南越谷店_販売比率,NEW久喜_販売比率,NEW与野店_販売比率,KB浦和店_販売比率,KB越谷店_販売比率,KB熊谷店_販売比率,KB上尾　春日店_販売比率,KB春日部店_販売比率,KB所沢店_販売比率,KBアクロスプラザ三芳店_販売比率,KB柏店_販売比率,KB松戸店_販売比率,KB船橋店_販売比率,KB習志野店_販売比率,SELECT上板橋店_販売比率,KB小平店_販売比率,KB港北東急SC店_販売比率,KB江戸川店_販売比率,KB井草店_販売比率,KB若林店_販売比率,KB志村店_販売比率,KB新小岩店_販売比率,KB三鷹店_販売比率,KB池上店_販売比率,KB善福寺店_販売比率,KB葛飾店_販売比率,KB東村山店_販売比率,KB江北駅前店_販売比率,KB南砂町SUNAMO店_販売比率,KB西東京店_販売比率,KB足立加平店_販売比率,KBイオン昭島SC店_販売比率,KB成城店_販売比率,KB港北インター店_販売比率,KB厚木栄町店_販売比率,KB海老名店_販売比率,KB横須賀店_販売比率,KB相模原店_販売比率,KB座間店_販売比率,KB横浜大口店_販売比率,KB東海大学東店_販売比率,KB新潟店_販売比率,NEW上越店_販売比率,NEW甲府_販売比率,KB甲府バイパス店_販売比率,KB富山店_販売比率,KBファボーレ富山店_販売比率,KB静岡店_販売比率,KB浜松店_販売比率,KB沼津店_販売比率,KB富士店_販売比率,KB熱田店_販売比率,KB有松インター店_販売比率,KB清洲東インター店_販売比率,KB高野店_販売比率,KB箕面店_販売比率,KB茨木店_販売比率,NEW生野店_販売比率,KB大東店_販売比率,KB名谷店_販売比率,神戸ハーバーランド店_販売比率,KB宇品店_販売比率,KB広島インター緑井店_販売比率,NEW山口宇部空港店_販売比率,KB福岡春日店_販売比率,KB福岡西店_販売比率,KB小倉店_販売比率,KB熊本店_販売比率,KB那覇店_販売比率,KB宇都宮本店_販売比率,KB八王子高倉店_販売比率,コジマ楽天市場店_販売比率,コジマＹａｈｏｏ！店_販売比率,コジマアマゾン店_販売比率,KBイオンモール堺鉄砲町店_販売比率,KB西友ひばりヶ丘店_販売比率,北関東法人事業所_販売比率,仙台法人事業所_販売比率,東京法人事業所_販売比率,大阪法人事業所_販売比率,福岡法人事業所_販売比率,札幌法人事業所_販売比率,#N/A_6_販売比率,#N/A_3_販売比率,#N/A_7_販売比率,#N/A_5_販売比率,#N/A_2_販売比率,#N/A_1_販売比率,#N/A_4_販売比率,JAN数
映像１,075020,液晶ＴＶ（２２以下）,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,25.0,12.0,5.0,9.0,,3.0,2.0,,1.0,,,,9.0,2.0,,,,1.0,1.0,10.0,1.0,3.0,,,,,,,1.0,,3.0,,3171662.0,114.0,,,0.18421052631578946,,,,,0.07894736842105263,0.02631578947368421,0.08771929824561403,,,0.008771929824561403,0.02631578947368421,0.07894736842105263,0.017543859649122806,,,,0.008771929824561403,,0.02631578947368421,,,0.043859649122807015,,,,,,,,,,,,,,,,,,,,,0.21929824561403508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10526315789473684,0.043859649122807015,,,,,0.017543859649122806,0.008771929824561403,,0.008771929824561403,0.008771929824561403,,,,,,,,4
映像１,075025,液晶ＴＶ（２４以下）,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,49.0,23.0,22.0,3.0,,5.0,7.0,,,,,4.0,21.0,,,,,,,31.0,2.0,,,,,,,,,,,,6919995.0,226.0,,,0.18584070796460178,,,,,0.09292035398230089,,0.13716814159292035,,,0.008849557522123894,,0.01327433628318584,0.030973451327433628,,,0.017699115044247787,,,0.022123893805309734,,,0.05309734513274336,,,,,,,,,,,,,,,,,,,,,0.2168141592920354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10176991150442478,0.09734513274336283,0.022123893805309734,,,,,,,,,,,,,,,,11
映像１,075040,液晶ＴＶ（３２以下）,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23.0,42.0,75.0,45.0,2.0,,5.0,13.0,,,,2.0,5.0,72.0,,7.0,,,,1.0,64.0,,,,,1.0,1.0,,,,,1.0,,18459791.0,448.0,,,0.1875,,,0.002232142857142857,0.002232142857142857,0.16071428571428573,0.002232142857142857,0.14285714285714285,,,,,0.004464285714285714,0.029017857142857144,,0.004464285714285714,0.011160714285714286,,,0.011160714285714286,,,0.05133928571428571,,,,,,,,,,,,,,,,,,,,,0.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16741071428571427,0.10044642857142858,0.011160714285714286,,,0.015625,,0.002232142857142857,,,,,,,,,,,22
映像１,075080,液晶ポケットテレビ,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,4.0,3.0,2.0,2.0,,,1.0,,,,,3.0,3.0,7.0,,1.0,,,,,9.0,,1.0,,2.0,,,,,,,,,3431439.0,51.0,,,0.21568627450980393,,0.0392156862745098,,,0.13725490196078433,,0.17647058823529413,,,,0.0196078431372549,,,,0.058823529411764705,0.058823529411764705,,,0.0196078431372549,,,0.0784313725490196,0.0392156862745098,,,,,,,,,,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0392156862745098,0.0392156862745098,,,,0.0196078431372549,,,,,,,,,,,,,10
映像１,075099,その他液晶テレビ関連,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,27064.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
映像１,076020,プロジェクター,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,3.0,5.0,4.0,24.0,34.0,23.0,1.0,,3.0,10.0,,6.0,,5.0,3.0,21.0,,6.0,1.0,,3.0,1.0,25.0,2.0,42.0,,,1.0,,1.0,,,,2.0,,25034413.0,282.0,,,0.16666666666666666,,,0.0035460992907801418,,0.07446808510638298,0.0070921985815602835,0.08865248226950355,0.0035460992907801418,,0.0070921985815602835,0.14893617021276595,0.0035460992907801418,0.03546099290780142,,0.01773049645390071,0.010638297872340425,0.02127659574468085,,0.010638297872340425,,,0.014184397163120567,0.010638297872340425,,,,,,,0.0035460992907801418,,,,,,,,0.010638297872340425,,,,,0.0851063829787234,,,,,,,,0.0070921985815602835,,,,,,,0.0070921985815602835,,,,,,0.0035460992907801418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12056737588652482,0.08156028368794327,0.01773049645390071,,,0.02127659574468085,,0.0035460992907801418,0.0035460992907801418,,0.010638297872340425,,,,,,,,113
映像１,076040,プロジェクター（スクリーン）,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,1.0,,,,,4.0,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,1.0,,541393.0,22.0,,,0.36363636363636365,,,,,,0.045454545454545456,,,,,0.045454545454545456,0.045454545454545456,,,,,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,0.13636363636363635,,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045454545454545456,,0.09090909090909091,,,,,,,,,,,23
映像１,076045,プロジェクターアクセサリー,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,3.0,11.0,13.0,31.0,,3.0,4.0,,3.0,,3.0,8.0,10.0,,2.0,3.0,,,1.0,30.0,,24.0,,,2.0,,,,,,7.0,,3598306.0,214.0,,,0.21495327102803738,,,0.009345794392523364,,0.04672897196261682,0.03271028037383177,0.14018691588785046,,,,0.11214953271028037,0.14485981308411214,0.018691588785046728,,0.014018691588785047,0.037383177570093455,0.014018691588785047,,0.014018691588785047,,,,,,,,,,,,,,,,,,,,,,,,0.014018691588785047,,,,,,,,,,,,,,,,,,,,,,,,,0.004672897196261682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0514018691588785,0.06074766355140187,0.04205607476635514,,,0.009345794392523364,,0.004672897196261682,0.014018691588785047,,,,,,,,,,222
映像１,076099,その他テレビ関連,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,14320.0,3.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,2
映像２,077050,ＨＤレコーダー,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,6.0,,,,,,,,,,,,,591063.0,18.0,,,0.3333333333333333,,,,,0.2777777777777778,,0.3333333333333333,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
映像２,077070,ＤＶＤプレーヤー,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,35.0,91.0,236.0,275.0,9.0,,7.0,66.0,,,,19.0,7.0,53.0,,4.0,1.0,,,6.0,58.0,,7.0,,,1.0,3.0,2.0,,,,3.0,,4143580.0,992.0,,,0.08266129032258064,,,0.0010080645161290322,0.0030241935483870967,0.05342741935483871,0.0030241935483870967,0.05846774193548387,0.0020161290322580645,,,0.007056451612903226,0.009072580645161291,0.06653225806451613,,0.019153225806451613,0.007056451612903226,,,0.007056451612903226,,,0.03528225806451613,0.02721774193548387,,,,,,,,,,,,,,,,,,,,0.09173387096774194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23790322580645162,0.2772177419354839,,,,0.004032258064516129,,0.006048387096774193,0.0010080645161290322,,,,,,,,,,13
映像２,077080,ポータブルＤＶＤプレーヤー,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,11.0,5.0,15.0,97.0,30.0,4.0,,1.0,4.0,,,,3.0,3.0,25.0,,,,,,,18.0,,,,,,,,,,,5.0,,3617122.0,250.0,,,0.1,,,,,0.1,0.02,0.072,,,,,0.016,0.016,,0.012,0.012,,,0.004,,,0.02,0.016,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.388,0.12,0.044,,,,,,,,,,,,,,,,29
映像２,077099,その他ＤＶＤ関連,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,3.0,2.0,,,,,,,,1.0,3.0,,,,,,,2.0,,,,,,,,,,,1.0,,369684.0,21.0,,,0.19047619047619047,,,,,0.14285714285714285,0.047619047619047616,0.09523809523809523,,,,,0.09523809523809523,,,,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09523809523809523,0.14285714285714285,0.09523809523809523,,,,,,,,,,,,,,,,2
映像２,077110,ＢＤプレーヤー,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,10.0,26.0,93.0,347.0,252.0,9.0,,10.0,49.0,,,,11.0,61.0,83.0,,3.0,2.0,,,10.0,146.0,6.0,,,,,1.0,,,,,2.0,,14700650.0,1243.0,,,0.07964601769911504,,,,0.0008045052292839903,0.0667739340305712,0.0016090104585679806,0.11745776347546259,,,0.004827031375703942,,0.007240547063555913,0.039420756234915526,,0.008849557522123894,0.04907481898632341,,,0.008045052292839904,,,0.02091713596138375,0.01850362027353178,,,,,,,,,,,,,,,,,,,,0.07481898632341111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27916331456154464,0.20273531777956558,0.008045052292839904,,,0.002413515687851971,,0.008045052292839904,0.0016090104585679806,,,,,,,,,,16
映像２,077120,ＢＤレコーダー,,,,,,,,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,25.0,100.0,172.0,216.0,179.0,1.0,,12.0,35.0,,,,8.0,13.0,286.0,,2.0,1.0,,,2.0,409.0,3.0,2.0,,1.0,,,,,,,,,98091283.0,1844.0,,,0.19902386117136658,,0.0005422993492407809,,,0.15509761388286333,,0.2218004338394794,,,0.0016268980477223427,0.0010845986984815619,0.0005422993492407809,0.01898047722342733,,0.004338394793926247,0.0070498915401301515,,,0.006507592190889371,,,0.05422993492407809,0.005422993492407809,,,,,,,,,,,,,,,,,,,,0.09327548806941431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11713665943600868,0.09707158351409978,0.013557483731019523,,,0.0010845986984815619,,0.0010845986984815619,0.0005422993492407809,,,,,,,,,,41
映像２,077130,ポータブルＢＤプレーヤー,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,16.0,16.0,2.0,,,4.0,,,,2.0,1.0,17.0,,1.0,,,,,20.0,,3.0,,,,,,,,,3.0,,2656518.0,104.0,,,0.10576923076923077,,,,,0.16346153846153846,0.028846153846153848,0.19230769230769232,,,,0.028846153846153848,0.019230769230769232,0.038461538461538464,,0.019230769230769232,0.009615384615384616,,,,,,0.019230769230769232,0.019230769230769232,,,,,,,,,,,,,,,,,,,,0.009615384615384616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15384615384615385,0.15384615384615385,0.028846153846153848,,,0.009615384615384616,,,,,,,,,,,,,10
時計,601010,腕時計（国産男性）,,,,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,34.0,,,,29.0,79.0,129.0,,2.0,,,,,206.0,1.0,1.0,,,,,,,,,80.0,,14305911.0,687.0,,,0.17321688500727803,,,,,0.18777292576419213,0.11644832605531295,0.29985443959243085,,,0.001455604075691412,0.001455604075691412,,0.049490538573508006,,0.042212518195050945,0.11499272197962154,,,0.010189228529839884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002911208151382824,,,,,,,,,,,,,553
時計,601011,電波腕時計（国産男性）,,,,,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,2.0,2.0,,1.0,7.0,26.0,,,,16.0,40.0,142.0,,,,,,,153.0,,,,,,,,,,,70.0,,16646877.0,628.0,,,0.2611464968152866,,,,,0.22611464968152867,0.11146496815286625,0.24363057324840764,,,,,,0.041401273885350316,,0.025477707006369428,0.06369426751592357,,,0.011146496815286623,0.0015923566878980893,,,,,,,,,,,,,,,,,,,,,,,0.0031847133757961785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031847133757961785,0.0031847133757961785,0.004777070063694267,,,,,,,,,,,,,,,,288
時計,601012,アウトドア腕時計（男性）,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,3.0,14.0,36.0,,1.0,,,,,61.0,1.0,1.0,,,,,,,,,58.0,,10057792.0,226.0,,,0.20353982300884957,,,,,0.1592920353982301,0.25663716814159293,0.26991150442477874,,,0.004424778761061947,0.004424778761061947,,0.008849557522123894,,0.01327433628318584,0.061946902654867256,,,0.01327433628318584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004424778761061947,,,,,,,,,,,,,64
時計,601013,フィットネス腕時計（男性）,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,8.0,4.0,27.0,22.0,,,3.0,20.0,,,,18.0,21.0,50.0,,,,,,,86.0,,12.0,,,,,,,,,7.0,,7398266.0,341.0,,,0.17595307917888564,,,,,0.1466275659824047,0.020527859237536656,0.25219941348973607,,,,0.03519061583577713,,0.05865102639296188,,0.05278592375366569,0.06158357771260997,,,0.008797653958944282,,,0.02346041055718475,0.005865102639296188,,,,,,,,,,,,,,,,,,,,0.011730205278592375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07917888563049853,0.06451612903225806,0.002932551319648094,,,,,,,,,,,,,,,,105
時計,601015,カジュアルウオッチ男性,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,7.0,,,,,,,13.0,,,,,,,,,,,11.0,,488147.0,40.0,,,0.125,,,,,0.175,0.275,0.325,,,,,,0.05,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275
時計,601020,腕時計（舶来男性）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,262224.0,4.0,,,,,,,,0.25,,0.25,,,,,,0.25,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
時計,601025,腕時計（舶来男性消化）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,28792.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
時計,601030,腕時計（国産女性）,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,18.0,,,,16.0,38.0,70.0,,,,,,,72.0,,4.0,,,,,,,,,75.0,,3893987.0,347.0,,,0.14985590778097982,,,,,0.2017291066282421,0.21613832853025935,0.207492795389049,,,,0.011527377521613832,,0.05187319884726225,,0.04610951008645533,0.10951008645533142,,,0.005763688760806916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381
