ì˙ït,store_cd,item_cd,ëçç›å…ó ,îÃîÑâ¬î\ç›å…,à⁄ëóíÜ,î≠íçéc
2018-07-16,861,4548736065253,11,0,0,11
2018-07-17,861,4548736065253,12,0,0,12
2018-07-18,861,4548736065253,10,0,0,10
2018-07-19,861,4548736065253,12,0,0,12
2018-07-20,861,4548736065253,15,0,0,15
2018-07-21,861,4548736065253,16,1,0,15
2018-07-22,861,4548736065253,17,2,0,15
2018-07-23,861,4548736065253,14,2,0,12
2018-07-24,861,4548736065253,18,3,0,15
2018-07-25,861,4548736065253,15,2,0,13
2018-07-26,861,4548736065253,15,2,0,13
2018-07-27,861,4548736065253,11,1,0,10
2018-07-28,861,4548736065253,12,2,0,10
2018-07-29,861,4548736065253,11,1,0,10
2018-07-30,861,4548736065253,9,0,0,9
2018-07-31,861,4548736065253,16,0,0,16
2018-04-01,861,4549077769503,120,0,0,120
2018-04-02,861,4549077769503,120,0,0,120
2018-04-03,861,4549077769503,120,0,0,120
2018-04-04,861,4549077769503,122,0,2,120
2018-04-05,861,4549077769503,122,0,2,120
2018-04-06,861,4549077769503,122,0,2,120
2018-04-07,861,4549077769503,122,0,2,120
2018-04-08,861,4549077769503,122,0,2,120
2018-04-09,861,4549077769503,127,0,7,120
2018-04-10,861,4549077769503,135,0,15,120
2018-04-11,861,4549077769503,56,0,18,38
2018-04-12,861,4549077769503,56,0,18,38
2018-04-13,861,4549077769503,58,0,20,38
2018-04-14,861,4549077769503,58,0,20,38
2018-04-15,861,4549077769503,68,6,18,44
2018-04-16,861,4549077769503,64,0,18,46
2018-04-17,861,4549077769503,60,0,22,38
2018-04-18,861,4549077769503,57,0,19,38
2018-04-19,861,4549077769503,134,10,6,118
2018-04-20,861,4549077769503,131,13,0,118
2018-04-21,861,4549077769503,152,34,0,118
2018-04-22,861,4549077769503,147,29,0,118
2018-04-23,861,4549077769503,118,0,0,118
2018-04-24,861,4549077769503,121,0,3,118
2018-04-25,861,4549077769503,172,51,3,118
2018-04-26,861,4549077769503,164,43,3,118
2018-04-27,861,4549077769503,159,41,0,118
2018-04-28,861,4549077769503,203,85,0,118
2018-04-29,861,4549077769503,191,73,0,118
2018-04-30,861,4549077769503,171,53,0,118
2018-05-01,861,4549077769503,154,36,0,118
2018-05-02,861,4549077769503,147,57,0,90
2018-05-03,861,4549077769503,131,41,0,90
2018-05-04,861,4549077769503,116,26,0,90
2018-05-05,861,4549077769503,91,1,0,90
2018-05-06,861,4549077769503,90,0,0,90
2018-05-07,861,4549077769503,80,0,0,80
2018-05-08,861,4549077769503,112,0,0,112
2018-05-09,861,4549077769503,112,0,0,112
2018-05-10,861,4549077769503,102,0,0,102
2018-05-11,861,4549077769503,105,3,0,102
2018-05-12,861,4549077769503,105,3,0,102
2018-05-13,861,4549077769503,105,3,0,102
2018-05-14,861,4549077769503,105,3,0,102
2018-05-15,861,4549077769503,106,3,1,102
2018-05-16,861,4549077769503,106,4,0,102
2018-05-17,861,4549077769503,106,4,0,102
2018-05-18,861,4549077769503,102,0,0,102
2018-05-19,861,4549077769503,102,0,0,102
2018-05-20,861,4549077769503,64,64,0,0
2018-05-21,861,4549077769503,56,56,0,0
2018-05-22,861,4549077769503,62,24,0,38
2018-05-23,861,4549077769503,71,5,0,66
2018-05-24,861,4549077769503,89,3,0,86
2018-05-25,861,4549077769503,89,3,0,86
2018-05-26,861,4549077769503,88,2,0,86
2018-05-27,861,4549077769503,93,2,0,91
2018-05-28,861,4549077769503,93,2,0,91
2018-05-29,861,4549077769503,88,1,0,87
2018-05-30,861,4549077769503,104,1,0,103
2018-05-31,861,4549077769503,104,1,0,103
2018-06-01,861,4549077769503,104,1,0,103
2018-06-02,861,4549077769503,105,2,0,103
2018-06-03,861,4549077769503,103,0,0,103
2018-06-04,861,4549077769503,98,0,0,98
2018-06-05,861,4549077769503,117,81,0,36
2018-06-06,861,4549077769503,105,69,0,36
2018-06-07,861,4549077769503,86,50,0,36
2018-06-08,861,4549077769503,71,35,0,36
2018-06-09,861,4549077769503,69,23,0,46
2018-06-10,861,4549077769503,61,0,0,61
2018-06-11,861,4549077769503,76,0,0,76
2018-06-12,861,4549077769503,76,0,0,76
2018-06-13,861,4549077769503,128,40,2,86
2018-06-14,861,4549077769503,110,19,5,86
2018-06-15,861,4549077769503,74,25,0,49
2018-06-16,861,4549077769503,66,7,0,59
2018-06-17,861,4549077769503,81,0,0,81
2018-06-18,861,4549077769503,81,0,0,81
2018-06-19,861,4549077769503,81,0,0,81
2018-06-20,861,4549077769503,61,0,0,61
2018-06-21,861,4549077769503,46,24,0,22
2018-06-22,861,4549077769503,26,1,0,25
2018-06-23,861,4549077769503,43,9,0,34
2018-06-24,861,4549077769503,54,0,0,54
2018-06-25,861,4549077769503,69,0,0,69
2018-06-26,861,4549077769503,73,0,0,73
2018-06-27,861,4549077769503,73,0,0,73
2018-06-28,861,4549077769503,73,0,0,73
2018-06-29,861,4549077769503,67,28,0,39
2018-06-30,861,4549077769503,52,13,0,39
2018-07-01,861,4549077769503,66,4,0,62
2018-07-02,861,4549077769503,59,0,0,59
2018-07-03,861,4549077769503,67,0,0,67
2018-07-04,861,4549077769503,69,0,0,69
2018-07-05,861,4549077769503,69,0,0,69
2018-07-06,861,4549077769503,69,0,0,69
2018-07-07,861,4549077769503,69,0,0,69
2018-07-08,861,4549077769503,69,0,0,69
2018-07-09,861,4549077769503,110,0,0,110
2018-07-10,861,4549077769503,98,0,0,98
2018-07-11,861,4549077769503,96,0,0,96
2018-07-12,861,4549077769503,101,5,0,96
2018-07-13,861,4549077769503,96,0,0,96
2018-07-14,861,4549077769503,96,0,0,96
2018-07-15,861,4549077769503,96,0,0,96
2018-07-16,861,4549077769503,96,0,0,96
2018-07-17,861,4549077769503,96,0,0,96
2018-07-18,861,4549077769503,98,0,2,96
2018-07-19,861,4549077769503,99,0,3,96
2018-07-20,861,4549077769503,99,0,3,96
2018-07-21,861,4549077769503,99,0,3,96
2018-07-22,861,4549077769503,102,3,3,96
2018-04-01,861,4549077995278,59,59,0,0
2018-04-02,861,4549077995278,59,59,0,0
2018-04-03,861,4549077995278,55,55,0,0
2018-04-04,861,4549077995278,56,54,0,2
2018-04-05,861,4549077995278,55,53,0,2
2018-04-06,861,4549077995278,54,54,0,0
2018-04-07,861,4549077995278,51,51,0,0
2018-04-08,861,4549077995278,46,46,0,0
2018-04-09,861,4549077995278,53,43,0,10
2018-04-10,861,4549077995278,64,39,0,25
2018-04-11,861,4549077995278,62,47,0,15
2018-04-12,861,4549077995278,77,62,0,15
2018-04-13,861,4549077995278,76,61,0,15
2018-04-14,861,4549077995278,72,72,0,0
2018-04-15,861,4549077995278,64,64,0,0
2018-04-16,861,4549077995278,60,60,0,0
2018-04-17,861,4549077995278,58,58,0,0
2018-04-18,861,4549077995278,56,56,0,0
2018-04-19,861,4549077995278,52,52,0,0
2018-04-20,861,4549077995278,47,47,0,0
2018-04-21,861,4549077995278,39,39,0,0
2018-04-22,861,4549077995278,34,34,0,0
2018-04-23,861,4549077995278,34,31,0,3
2018-04-24,861,4549077995278,45,27,0,18
2018-04-25,861,4549077995278,39,24,0,15
2018-04-26,861,4549077995278,62,37,0,25
2018-04-27,861,4549077995278,62,37,0,25
2018-04-28,861,4549077995278,60,60,0,0
2018-04-29,861,4549077995278,57,57,0,0
2018-04-30,861,4549077995278,52,52,0,0
2018-05-01,861,4549077995278,49,49,0,0
2018-05-02,861,4549077995278,46,46,0,0
2018-05-03,861,4549077995278,46,46,0,0
2018-05-04,861,4549077995278,44,44,0,0
2018-05-05,861,4549077995278,41,41,0,0
2018-05-06,861,4549077995278,38,38,0,0
2018-05-07,861,4549077995278,36,36,0,0
2018-05-08,861,4549077995278,35,35,0,0
2018-05-09,861,4549077995278,33,33,0,0
2018-05-10,861,4549077995278,33,33,0,0
2018-05-11,861,4549077995278,33,33,0,0
2018-05-12,861,4549077995278,30,30,0,0
2018-05-13,861,4549077995278,26,26,0,0
2018-05-14,861,4549077995278,25,25,0,0
2018-05-15,861,4549077995278,18,18,0,0
2018-05-16,861,4549077995278,16,16,0,0
2018-05-17,861,4549077995278,21,16,0,5
2018-05-18,861,4549077995278,17,12,0,5
2018-05-19,861,4549077995278,14,14,0,0
2018-05-20,861,4549077995278,18,11,0,7
2018-05-21,861,4549077995278,17,10,0,7
2018-05-22,861,4549077995278,20,13,0,7
2018-05-23,861,4549077995278,18,12,0,6
2018-05-24,861,4549077995278,23,16,0,7
2018-05-25,861,4549077995278,17,10,0,7
2018-05-26,861,4549077995278,17,17,0,0
2018-05-27,861,4549077995278,7,7,0,0
2018-05-28,861,4549077995278,11,3,0,8
2018-05-29,861,4549077995278,13,9,0,4
2018-05-30,861,4549077995278,34,10,0,24
2018-05-31,861,4549077995278,31,9,0,22
2018-06-01,861,4549077995278,28,27,1,0
2018-06-02,861,4549077995278,27,26,1,0
2018-06-03,861,4549077995278,27,24,1,2
2018-06-04,861,4549077995278,25,22,0,3
2018-06-05,861,4549077995278,21,20,0,1
2018-06-06,861,4549077995278,21,21,0,0
2018-06-07,861,4549077995278,20,20,0,0
2018-06-08,861,4549077995278,18,18,0,0
2018-06-09,861,4549077995278,18,16,0,2
2018-06-10,861,4549077995278,15,14,0,1
2018-06-11,861,4549077995278,35,13,0,22
2018-06-12,861,4549077995278,34,13,0,21
2018-06-13,861,4549077995278,34,34,0,0
2018-06-14,861,4549077995278,34,33,1,0
2018-06-15,861,4549077995278,32,31,1,0
2018-06-16,861,4549077995278,29,28,1,0
2018-06-17,861,4549077995278,24,23,1,0
2018-06-18,861,4549077995278,20,20,0,0
2018-06-19,861,4549077995278,13,13,0,0
2018-06-20,861,4549077995278,7,0,0,7
2018-06-21,861,4549077995278,22,7,0,15
2018-06-22,861,4549077995278,37,22,0,15
2018-06-23,861,4549077995278,38,24,1,13
2018-06-24,861,4549077995278,34,33,1,0
2018-06-25,861,4549077995278,29,21,0,8
2018-06-26,861,4549077995278,22,14,0,8
2018-06-27,861,4549077995278,23,12,0,11
2018-06-28,861,4549077995278,24,4,0,20
2018-06-29,861,4549077995278,25,1,0,24
2018-06-30,861,4549077995278,19,6,0,13
2018-07-01,861,4549077995278,40,4,0,36
2018-07-02,861,4549077995278,50,3,0,47
2018-07-03,861,4549077995278,47,0,0,47
2018-07-04,861,4549077995278,44,0,0,44
2018-07-05,861,4549077995278,47,0,0,47
2018-07-06,861,4549077995278,43,0,0,43
2018-07-07,861,4549077995278,43,0,0,43
2018-07-08,861,4549077995278,43,0,0,43
2018-07-09,861,4549077995278,48,0,0,48
2018-07-10,861,4549077995278,48,0,0,48
2018-07-11,861,4549077995278,48,0,0,48
2018-07-12,861,4549077995278,48,0,0,48
2018-07-13,861,4549077995278,48,0,0,48
2018-07-14,861,4549077995278,48,0,0,48
2018-07-15,861,4549077995278,48,0,0,48
2018-07-16,861,4549077995278,48,0,0,48
2018-07-17,861,4549077995278,57,0,0,57
2018-07-18,861,4549077995278,57,0,0,57
2018-07-19,861,4549077995278,57,0,0,57
2018-07-20,861,4549077995278,57,0,0,57
2018-07-21,861,4549077995278,57,0,0,57
2018-07-22,861,4549077995278,57,0,0,57
2018-07-23,861,4549077995278,46,0,0,46
2018-07-24,861,4549077995278,46,0,0,46
2018-07-25,861,4549077995278,46,0,0,46
2018-07-26,861,4549077995278,38,0,1,37
2018-07-27,861,4549077995278,38,0,1,37
2018-07-28,861,4549077995278,38,0,1,37
2018-07-29,861,4549077995278,38,0,1,37
2018-07-30,861,4549077995278,25,0,0,25
2018-07-31,861,4549077995278,27,0,0,27
2018-04-01,861,4549292037708,43,43,0,0
2018-04-02,861,4549292037708,43,43,0,0
2018-04-03,861,4549292037708,41,41,0,0
2018-04-04,861,4549292037708,39,39,0,0
2018-04-05,861,4549292037708,38,38,0,0
2018-04-06,861,4549292037708,38,38,0,0
2018-04-07,861,4549292037708,37,37,0,0
2018-04-08,861,4549292037708,33,33,0,0
2018-04-09,861,4549292037708,32,32,0,0
2018-04-10,861,4549292037708,30,30,0,0
2018-04-11,861,4549292037708,29,29,0,0
2018-04-12,861,4549292037708,24,24,0,0
2018-04-13,861,4549292037708,23,23,0,0
2018-04-14,861,4549292037708,22,22,0,0
2018-04-15,861,4549292037708,17,17,0,0
2018-04-16,861,4549292037708,11,11,0,0
2018-04-17,861,4549292037708,13,9,0,4
2018-04-18,861,4549292037708,12,7,0,5
2018-04-19,861,4549292037708,10,5,0,5
2018-04-20,861,4549292037708,9,1,0,8
2018-04-21,861,4549292037708,8,8,0,0
2018-04-22,861,4549292037708,5,5,0,0
2018-04-23,861,4549292037708,13,2,0,11
2018-04-24,861,4549292037708,14,12,0,2
2018-04-25,861,4549292037708,7,6,0,1
2018-04-26,861,4549292037708,15,4,0,11
2018-04-27,861,4549292037708,13,0,0,13
2018-04-28,861,4549292037708,12,12,0,0
2018-04-29,861,4549292037708,4,4,0,0
2018-04-30,861,4549292037708,3,3,0,0
2018-05-01,861,4549292037708,20,3,0,17
2018-05-02,861,4549292037708,18,18,0,0
2018-05-03,861,4549292037708,18,18,0,0
2018-05-04,861,4549292037708,17,17,0,0
2018-05-05,861,4549292037708,13,13,0,0
2018-05-06,861,4549292037708,10,10,0,0
2018-05-07,861,4549292037708,9,8,1,0
2018-05-08,861,4549292037708,5,4,1,0
2018-05-09,861,4549292037708,17,3,1,13
2018-05-10,861,4549292037708,16,14,1,1
2018-05-11,861,4549292037708,13,11,1,1
2018-05-12,861,4549292037708,11,10,1,0
2018-05-13,861,4549292037708,2,1,1,0
2018-05-14,861,4549292037708,20,1,1,18
2018-05-15,861,4549292037708,19,0,1,18
2018-05-16,861,4549292037708,20,0,2,18
2018-05-17,861,4549292037708,20,1,1,18
2018-05-18,861,4549292037708,15,14,1,0
2018-05-19,861,4549292037708,10,9,1,0
2018-05-20,861,4549292037708,10,9,1,0
2018-05-21,861,4549292037708,6,0,1,5
2018-05-22,861,4549292037708,22,0,1,21
2018-05-23,861,4549292037708,20,4,0,16
2018-05-24,861,4549292037708,20,20,0,0
2018-05-25,861,4549292037708,17,17,0,0
2018-05-26,861,4549292037708,13,13,0,0
2018-05-27,861,4549292037708,12,12,0,0
2018-05-28,861,4549292037708,9,4,0,5
2018-05-29,861,4549292037708,8,0,0,8
2018-05-30,861,4549292037708,6,2,0,4
2018-05-31,861,4549292037708,10,7,0,3
2018-06-01,861,4549292037708,20,7,0,13
2018-06-02,861,4549292037708,17,4,0,13
2018-06-03,861,4549292037708,13,0,0,13
2018-06-04,861,4549292037708,18,0,0,18
2018-06-05,861,4549292037708,17,10,0,7
2018-06-06,861,4549292037708,20,10,0,10
2018-06-07,861,4549292037708,16,16,0,0
2018-06-08,861,4549292037708,16,12,0,4
2018-06-09,861,4549292037708,14,14,0,0
2018-06-10,861,4549292037708,12,12,0,0
2018-06-11,861,4549292037708,18,11,0,7
2018-06-12,861,4549292037708,18,16,0,2
2018-06-13,861,4549292037708,20,17,0,3
2018-06-14,861,4549292037708,16,15,0,1
2018-06-15,861,4549292037708,15,15,0,0
2018-06-16,861,4549292037708,12,12,0,0
2018-06-17,861,4549292037708,8,8,0,0
2018-06-18,861,4549292037708,13,4,0,9
2018-06-19,861,4549292037708,17,14,0,3
2018-06-20,861,4549292037708,14,11,0,3
2018-06-21,861,4549292037708,11,11,0,0
2018-06-22,861,4549292037708,20,10,0,10
2018-06-23,861,4549292037708,18,18,0,0
2018-06-24,861,4549292037708,15,15,0,0
2018-06-25,861,4549292037708,7,7,0,0
2018-06-26,861,4549292037708,5,0,0,5
2018-06-27,861,4549292037708,22,0,0,22
2018-06-28,861,4549292037708,20,20,0,0
2018-06-29,861,4549292037708,21,20,0,1
2018-06-30,861,4549292037708,15,15,0,0
2018-07-01,861,4549292037708,13,13,0,0
2018-07-02,861,4549292037708,18,11,0,7
2018-07-03,861,4549292037708,13,13,0,0
2018-07-04,861,4549292037708,18,10,0,8
2018-07-05,861,4549292037708,12,9,0,3
2018-07-06,861,4549292037708,22,12,0,10
2018-07-07,861,4549292037708,22,22,0,0
2018-07-08,861,4549292037708,21,21,0,0
2018-07-09,861,4549292037708,20,19,0,1
2018-07-10,861,4549292037708,12,12,0,0
2018-07-11,861,4549292037708,9,6,0,3
2018-07-12,861,4549292037708,21,6,0,15
2018-07-13,861,4549292037708,22,19,0,3
2018-07-14,861,4549292037708,18,18,0,0
2018-07-15,861,4549292037708,7,7,0,0
2018-07-16,861,4549292037708,1,1,0,0
2018-07-17,861,4549292037708,6,1,0,5
2018-07-18,861,4549292037708,22,4,0,18
2018-07-19,861,4549292037708,19,19,0,0
2018-07-20,861,4549292037708,15,15,0,0
2018-07-21,861,4549292037708,14,14,0,0
2018-07-22,861,4549292037708,8,8,0,0
2018-07-23,861,4549292037708,18,3,0,15
2018-07-24,861,4549292037708,17,15,2,0
2018-07-25,861,4549292037708,15,7,2,6
2018-07-26,861,4549292037708,10,8,2,0
2018-07-27,861,4549292037708,26,7,2,17
2018-07-28,861,4549292037708,13,11,2,0
2018-07-29,861,4549292037708,5,3,2,0
2018-07-30,861,4549292037708,3,0,3,0
2018-07-31,861,4549292037708,18,0,3,15
2018-04-01,861,4549815291006,180,180,0,0
2018-04-02,861,4549815291006,79,79,0,0
2018-04-03,861,4549815291006,289,72,0,217
2018-04-04,861,4549815291006,282,65,0,217
2018-04-05,861,4549815291006,519,257,0,262
2018-04-06,861,4549815291006,515,253,0,262
2018-04-07,861,4549815291006,507,507,0,0
2018-04-08,861,4549815291006,502,502,0,0
2018-04-09,861,4549815291006,495,495,0,0
2018-04-10,861,4549815291006,492,492,0,0
2018-04-11,861,4549815291006,479,479,0,0
2018-04-12,861,4549815291006,468,468,0,0
2018-04-13,861,4549815291006,459,459,0,0
2018-04-14,861,4549815291006,455,455,0,0
2018-04-15,861,4549815291006,433,433,0,0
2018-04-16,861,4549815291006,410,410,0,0
2018-04-17,861,4549815291006,401,401,0,0
2018-04-18,861,4549815291006,380,380,0,0
2018-04-19,861,4549815291006,372,372,0,0
2018-04-20,861,4549815291006,364,364,0,0
2018-04-21,861,4549815291006,349,349,0,0
2018-04-22,861,4549815291006,338,338,0,0
2018-04-23,861,4549815291006,332,332,0,0
2018-04-24,861,4549815291006,327,327,0,0
2018-04-25,861,4549815291006,306,306,0,0
2018-04-26,861,4549815291006,301,301,0,0
2018-04-27,861,4549815291006,298,298,0,0
2018-04-28,861,4549815291006,289,289,0,0
2018-04-29,861,4549815291006,281,281,0,0
2018-04-30,861,4549815291006,270,270,0,0
2018-05-01,861,4549815291006,260,260,0,0
2018-05-02,861,4549815291006,243,242,1,0
2018-05-03,861,4549815291006,234,233,1,0
2018-05-04,861,4549815291006,228,227,1,0
2018-05-05,861,4549815291006,211,211,0,0
2018-05-06,861,4549815291006,202,202,0,0
2018-05-07,861,4549815291006,199,199,0,0
2018-05-08,861,4549815291006,195,195,0,0
2018-05-09,861,4549815291006,189,189,0,0
2018-05-10,861,4549815291006,178,178,0,0
2018-05-11,861,4549815291006,175,175,0,0
2018-05-12,861,4549815291006,168,168,0,0
2018-05-13,861,4549815291006,164,164,0,0
2018-05-14,861,4549815291006,143,143,0,0
2018-05-15,861,4549815291006,130,130,0,0
2018-05-16,861,4549815291006,128,128,0,0
2018-05-17,861,4549815291006,75,75,0,0
2018-05-18,861,4549815291006,75,75,0,0
2018-05-19,861,4549815291006,57,57,0,0
2018-05-20,861,4549815291006,94,50,0,44
2018-05-21,861,4549815291006,91,47,0,44
2018-05-22,861,4549815291006,96,87,0,9
2018-05-23,861,4549815291006,95,86,0,9
2018-05-24,861,4549815291006,84,84,0,0
2018-05-25,861,4549815291006,76,76,0,0
2018-05-26,861,4549815291006,74,74,0,0
2018-05-27,861,4549815291006,73,73,0,0
2018-05-28,861,4549815291006,66,66,0,0
2018-05-29,861,4549815291006,57,57,0,0
2018-05-30,861,4549815291006,50,41,1,8
2018-05-31,861,4549815291006,72,29,1,42
2018-06-01,861,4549815291006,67,23,2,42
2018-06-02,861,4549815291006,64,62,2,0
2018-06-03,861,4549815291006,66,59,2,5
2018-06-04,861,4549815291006,62,55,2,5
2018-06-05,861,4549815291006,50,48,2,0
2018-06-06,861,4549815291006,42,36,2,4
2018-06-07,861,4549815291006,71,36,1,34
2018-06-08,861,4549815291006,85,54,1,30
2018-06-09,861,4549815291006,83,83,0,0
2018-06-10,861,4549815291006,81,81,0,0
2018-06-11,861,4549815291006,84,81,0,3
2018-06-12,861,4549815291006,81,78,0,3
2018-06-13,861,4549815291006,79,79,0,0
2018-06-14,861,4549815291006,72,72,0,0
2018-06-15,861,4549815291006,59,59,0,0
2018-06-16,861,4549815291006,54,54,0,0
2018-06-17,861,4549815291006,53,53,0,0
2018-06-18,861,4549815291006,8,8,0,0
2018-06-19,861,4549815291006,47,4,0,43
2018-06-20,861,4549815291006,53,4,0,49
2018-06-21,861,4549815291006,51,40,0,11
2018-06-22,861,4549815291006,78,51,0,27
2018-06-23,861,4549815291006,76,54,0,22
2018-06-24,861,4549815291006,69,47,0,22
2018-06-25,861,4549815291006,47,25,0,22
2018-06-26,861,4549815291006,59,44,0,15
2018-06-27,861,4549815291006,57,42,0,15
2018-06-28,861,4549815291006,58,56,0,2
2018-06-29,861,4549815291006,57,55,0,2
2018-06-30,861,4549815291006,55,55,0,0
2018-07-01,861,4549815291006,50,50,0,0
2018-07-02,861,4549815291006,48,12,0,36
2018-07-03,861,4549815291006,46,10,0,36
2018-07-04,861,4549815291006,102,33,0,69
2018-07-05,861,4549815291006,93,24,0,69
2018-07-06,861,4549815291006,73,11,0,62
2018-07-07,861,4549815291006,56,26,0,30
2018-07-08,861,4549815291006,54,24,0,30
2018-07-09,861,4549815291006,250,20,0,230
2018-07-10,861,4549815291006,245,15,0,230
2018-07-11,861,4549815291006,253,22,1,230
2018-07-12,861,4549815291006,253,22,1,230
2018-07-13,861,4549815291006,253,22,1,230
2018-07-14,861,4549815291006,248,47,1,200
2018-07-15,861,4549815291006,243,42,1,200
2018-07-16,861,4549815291006,227,26,1,200
2018-07-17,861,4549815291006,227,26,1,200
2018-07-18,861,4549815291006,223,72,1,150
2018-07-19,861,4549815291006,221,120,1,100
2018-07-20,861,4549815291006,207,106,1,100
2018-07-21,861,4549815291006,209,108,1,100
2018-07-22,861,4549815291006,206,105,1,100
2018-07-23,861,4549815291006,191,90,1,100
2018-07-24,861,4549815291006,189,88,1,100
2018-07-25,861,4549815291006,186,82,1,103
2018-07-26,861,4549815291006,174,70,1,103
2018-07-27,861,4549815291006,167,67,0,100
2018-07-28,861,4549815291006,164,64,0,100
2018-07-29,861,4549815291006,156,56,0,100
2018-07-30,861,4549815291006,140,40,0,100
2018-07-31,861,4549815291006,129,29,0,100
2018-05-28,861,4549980046388,0,0,0,0
2018-05-29,861,4549980046388,0,0,0,0
2018-05-30,861,4549980046388,0,0,0,0
2018-05-31,861,4549980046388,0,0,0,0
2018-06-01,861,4549980046388,0,0,0,0
2018-06-02,861,4549980046388,0,0,0,0
2018-06-03,861,4549980046388,3,0,0,3
2018-06-04,861,4549980046388,3,0,0,3
2018-06-05,861,4549980046388,3,0,0,3
2018-06-06,861,4549980046388,2,2,0,0
2018-06-07,861,4549980046388,3,0,0,3
2018-06-08,861,4549980046388,8,0,0,8
2018-06-09,861,4549980046388,6,1,0,5
2018-06-10,861,4549980046388,2,2,0,0
2018-06-11,861,4549980046388,15,1,0,14
2018-06-12,861,4549980046388,9,0,0,9
2018-06-13,861,4549980046388,72,2,0,70
2018-06-14,861,4549980046388,72,2,0,70
2018-06-15,861,4549980046388,72,72,0,0
2018-06-16,861,4549980046388,72,72,0,0
2018-06-17,861,4549980046388,70,70,0,0
2018-06-18,861,4549980046388,68,68,0,0
2018-06-19,861,4549980046388,65,65,0,0
2018-06-20,861,4549980046388,65,65,0,0
2018-06-21,861,4549980046388,62,62,0,0
2018-06-22,861,4549980046388,62,62,0,0
2018-06-23,861,4549980046388,61,61,0,0
2018-06-24,861,4549980046388,60,60,0,0
2018-06-25,861,4549980046388,60,60,0,0
2018-06-26,861,4549980046388,59,59,0,0
2018-06-27,861,4549980046388,59,59,0,0
2018-06-28,861,4549980046388,57,57,0,0
2018-06-29,861,4549980046388,57,57,0,0
2018-06-30,861,4549980046388,55,55,0,0
2018-07-01,861,4549980046388,54,54,0,0
2018-07-02,861,4549980046388,54,54,0,0
2018-07-03,861,4549980046388,52,52,0,0
2018-07-04,861,4549980046388,50,50,0,0
2018-07-05,861,4549980046388,50,50,0,0
2018-07-06,861,4549980046388,50,50,0,0
2018-07-07,861,4549980046388,50,50,0,0
2018-07-08,861,4549980046388,49,49,0,0
2018-07-09,861,4549980046388,45,45,0,0
2018-07-10,861,4549980046388,0,0,0,0
2018-07-11,861,4549980046388,0,0,0,0
2018-07-12,861,4549980046388,0,0,0,0
2018-07-13,861,4549980046388,59,0,25,34
2018-07-14,861,4549980046388,37,3,0,34
2018-07-15,861,4549980046388,3,3,0,0
2018-07-16,861,4549980046388,21,3,0,18
2018-07-17,861,4549980046388,52,22,0,30
2018-07-18,861,4549980046388,136,22,0,114
2018-07-19,861,4549980046388,131,47,0,84
2018-07-20,861,4549980046388,120,120,0,0
2018-07-21,861,4549980046388,98,98,0,0
2018-07-22,861,4549980046388,76,76,0,0
2018-07-23,861,4549980046388,66,66,0,0
2018-07-24,861,4549980046388,41,40,1,0
2018-07-25,861,4549980046388,14,13,1,0
2018-07-26,861,4549980046388,11,11,0,0
2018-07-27,861,4549980046388,49,9,0,40
2018-07-28,861,4549980046388,49,49,0,0
2018-07-29,861,4549980046388,46,46,0,0
2018-07-30,861,4549980046388,107,43,15,49
2018-07-31,861,4549980046388,122,58,15,49
2018-05-28,861,4549980071427,9,9,0,0
2018-05-29,861,4549980071427,9,9,0,0
2018-05-30,861,4549980071427,9,9,0,0
2018-05-31,861,4549980071427,4,4,0,0
2018-06-01,861,4549980071427,3,3,0,0
2018-06-02,861,4549980071427,3,3,0,0
2018-06-03,861,4549980071427,2,2,0,0
2018-06-04,861,4549980071427,2,2,0,0
2018-06-05,861,4549980071427,2,2,0,0
2018-06-06,861,4549980071427,2,2,0,0
2018-06-07,861,4549980071427,2,2,0,0
2018-06-08,861,4549980071427,2,2,0,0
2018-06-09,861,4549980071427,1,1,0,0
2018-06-10,861,4549980071427,0,0,0,0
2018-06-11,861,4549980071427,3,0,0,3
2018-06-12,861,4549980071427,3,2,0,1
2018-06-13,861,4549980071427,4,3,0,1
2018-06-14,861,4549980071427,4,3,0,1
2018-06-15,861,4549980071427,4,4,0,0
2018-06-16,861,4549980071427,2,2,0,0
2018-06-17,861,4549980071427,2,1,0,1
2018-06-18,861,4549980071427,3,2,0,1
2018-06-19,861,4549980071427,3,1,0,2
2018-06-20,861,4549980071427,2,0,0,2
2018-06-21,861,4549980071427,4,0,0,4
2018-06-22,861,4549980071427,4,0,0,4
2018-06-23,861,4549980071427,4,0,0,4
2018-06-24,861,4549980071427,6,0,0,6
2018-06-25,861,4549980071427,5,0,0,5
2018-06-26,861,4549980071427,5,0,0,5
2018-06-27,861,4549980071427,6,0,0,6
2018-06-28,861,4549980071427,4,0,0,4
2018-06-29,861,4549980071427,4,0,0,4
2018-06-30,861,4549980071427,5,1,0,4
2018-07-01,861,4549980071427,7,3,0,4
2018-07-02,861,4549980071427,5,2,0,3
2018-07-03,861,4549980071427,5,2,0,3
2018-07-04,861,4549980071427,5,3,0,2
2018-07-05,861,4549980071427,3,1,0,2
2018-07-06,861,4549980071427,3,3,0,0
2018-07-07,861,4549980071427,2,2,0,0
2018-07-08,861,4549980071427,2,0,0,2
2018-07-09,861,4549980071427,9,0,0,9
2018-07-10,861,4549980071427,9,0,0,9
2018-07-11,861,4549980071427,9,9,0,0
