ì˙ït,store_cd,item_cd,ëçç›å…ó ,îÃîÑâ¬î\ç›å…,à⁄ëóíÜ,î≠íçéc
2018-07-12,861,4549980071427,9,9,0,0
2018-07-13,861,4549980071427,8,8,0,0
2018-07-14,861,4549980071427,5,5,0,0
2018-07-15,861,4549980071427,0,0,0,0
2018-07-16,861,4549980071427,7,0,0,7
2018-07-17,861,4549980071427,19,5,0,14
2018-07-18,861,4549980071427,17,4,0,13
2018-07-19,861,4549980071427,14,14,0,0
2018-07-20,861,4549980071427,13,13,0,0
2018-07-21,861,4549980071427,12,12,0,0
2018-07-22,861,4549980071427,10,10,0,0
2018-07-23,861,4549980071427,9,9,0,0
2018-07-24,861,4549980071427,3,3,0,0
2018-07-25,861,4549980071427,0,0,0,0
2018-07-26,861,4549980071427,18,0,0,18
2018-07-27,861,4549980071427,25,0,0,25
2018-07-28,861,4549980071427,25,18,0,7
2018-07-29,861,4549980071427,23,16,0,7
2018-07-30,861,4549980071427,31,16,0,15
2018-07-31,861,4549980071427,31,23,0,8
2018-04-08,861,4550084118970,2,0,0,2
2018-04-09,861,4550084118970,4,0,0,4
2018-04-10,861,4550084118970,4,0,0,4
2018-04-11,861,4550084118970,5,3,0,2
2018-04-12,861,4550084118970,5,5,0,0
2018-04-13,861,4550084118970,6,5,1,0
2018-04-14,861,4550084118970,5,2,1,2
2018-04-15,861,4550084118970,3,0,1,2
2018-04-16,861,4550084118970,5,0,1,4
2018-04-17,861,4550084118970,5,0,1,4
2018-04-18,861,4550084118970,5,0,1,4
2018-04-19,861,4550084118970,5,2,1,2
2018-04-20,861,4550084118970,5,2,1,2
2018-04-21,861,4550084118970,5,2,1,2
2018-04-22,861,4550084118970,5,2,1,2
2018-04-23,861,4550084118970,8,2,1,5
2018-04-24,861,4550084118970,11,3,0,8
2018-04-25,861,4550084118970,11,3,0,8
2018-04-26,861,4550084118970,10,7,0,3
2018-04-27,861,4550084118970,10,7,0,3
2018-04-28,861,4550084118970,11,11,0,0
2018-04-29,861,4550084118970,11,11,0,0
2018-04-30,861,4550084118970,9,9,0,0
2018-05-01,861,4550084118970,8,8,0,0
2018-05-02,861,4550084118970,9,7,0,2
2018-05-03,861,4550084118970,9,7,0,2
2018-05-04,861,4550084118970,7,5,0,2
2018-05-05,861,4550084118970,4,2,0,2
2018-05-06,861,4550084118970,5,2,0,3
2018-05-07,861,4550084118970,8,2,0,6
2018-05-08,861,4550084118970,9,1,0,8
2018-05-09,861,4550084118970,10,4,0,6
2018-05-10,861,4550084118970,10,4,0,6
2018-05-11,861,4550084118970,10,9,0,1
2018-05-12,861,4550084118970,10,10,0,0
2018-05-13,861,4550084118970,9,9,0,0
2018-05-14,861,4550084118970,7,7,0,0
2018-05-15,861,4550084118970,7,5,0,2
2018-05-16,861,4550084118970,8,3,0,5
2018-05-17,861,4550084118970,9,5,0,4
2018-05-18,861,4550084118970,10,5,0,5
2018-05-19,861,4550084118970,60,8,0,52
2018-05-20,861,4550084118970,59,8,0,51
2018-05-21,861,4550084118970,58,7,0,51
2018-05-22,861,4550084118970,58,7,0,51
2018-05-23,861,4550084118970,58,58,0,0
2018-05-24,861,4550084118970,56,56,0,0
2018-05-25,861,4550084118970,55,55,0,0
2018-05-26,861,4550084118970,54,54,0,0
2018-05-27,861,4550084118970,53,53,0,0
2018-05-28,861,4550084118970,50,50,0,0
2018-05-29,861,4550084118970,49,49,0,0
2018-05-30,861,4550084118970,49,49,0,0
2018-05-31,861,4550084118970,49,49,0,0
2018-06-01,861,4550084118970,46,46,0,0
2018-06-02,861,4550084118970,45,45,0,0
2018-06-03,861,4550084118970,44,44,0,0
2018-06-04,861,4550084118970,42,42,0,0
2018-06-05,861,4550084118970,38,38,0,0
2018-06-06,861,4550084118970,34,34,0,0
2018-06-07,861,4550084118970,32,32,0,0
2018-06-08,861,4550084118970,30,30,0,0
2018-06-09,861,4550084118970,26,26,0,0
2018-06-10,861,4550084118970,24,24,0,0
2018-06-11,861,4550084118970,22,22,0,0
2018-06-12,861,4550084118970,22,22,0,0
2018-06-13,861,4550084118970,23,19,0,4
2018-06-14,861,4550084118970,22,18,0,4
2018-06-15,861,4550084118970,17,13,0,4
2018-06-16,861,4550084118970,12,12,0,0
2018-06-17,861,4550084118970,0,0,0,0
2018-06-18,861,4550084118970,15,0,0,15
2018-06-19,861,4550084118970,16,0,0,16
2018-06-20,861,4550084118970,16,0,0,16
2018-06-21,861,4550084118970,16,0,0,16
2018-06-22,861,4550084118970,31,16,0,15
2018-06-23,861,4550084118970,28,13,0,15
2018-06-24,861,4550084118970,57,6,0,51
2018-06-25,861,4550084118970,52,1,0,51
2018-06-26,861,4550084118970,52,1,0,51
2018-06-27,861,4550084118970,146,10,0,136
2018-06-28,861,4550084118970,146,10,0,136
2018-06-29,861,4550084118970,141,5,0,136
2018-06-30,861,4550084118970,115,79,0,36
2018-07-01,861,4550084118970,107,71,0,36
2018-07-02,861,4550084118970,88,52,0,36
2018-07-03,861,4550084118970,63,27,0,36
2018-07-04,861,4550084118970,55,19,0,36
2018-07-05,861,4550084118970,21,21,0,0
2018-07-06,861,4550084118970,46,10,0,36
2018-07-07,861,4550084118970,42,6,0,36
2018-07-08,861,4550084118970,36,0,0,36
2018-07-09,861,4550084118970,186,0,0,186
2018-07-10,861,4550084118970,186,0,0,186
2018-07-11,861,4550084118970,176,26,0,150
2018-07-12,861,4550084118970,310,151,0,159
2018-07-13,861,4550084118970,449,95,0,354
2018-07-14,861,4550084118970,442,88,0,354
2018-07-15,861,4550084118970,343,137,0,206
2018-07-16,861,4550084118970,283,76,1,206
2018-07-17,861,4550084118970,247,40,1,206
2018-07-18,861,4550084118970,335,16,2,317
2018-07-19,861,4550084118970,354,4,2,348
2018-07-20,861,4550084118970,340,184,3,153
2018-07-21,861,4550084118970,279,234,3,42
2018-07-22,861,4550084118970,173,128,3,42
2018-07-23,861,4550084118970,132,118,3,11
2018-07-24,861,4550084118970,56,42,3,11
2018-07-25,861,4550084118970,94,0,3,91
2018-07-26,861,4550084118970,177,4,2,171
2018-07-27,861,4550084118970,188,11,2,175
2018-07-28,861,4550084118970,188,91,2,95
2018-07-29,861,4550084118970,155,139,2,14
2018-07-30,861,4550084118970,138,115,2,21
2018-07-31,861,4550084118970,118,84,1,33
2018-04-01,861,4562344358118,7,1,0,6
2018-04-02,861,4562344358118,7,0,0,7
2018-04-03,861,4562344358118,26,0,0,26
2018-04-04,861,4562344358118,26,0,0,26
2018-04-05,861,4562344358118,28,0,0,28
2018-04-06,861,4562344358118,28,0,0,28
2018-04-07,861,4562344358118,27,19,0,8
2018-04-08,861,4562344358118,42,16,0,26
2018-04-09,861,4562344358118,55,16,0,39
2018-04-10,861,4562344358118,54,15,0,39
2018-04-11,861,4562344358118,52,25,0,27
2018-04-12,861,4562344358118,50,23,0,27
2018-04-13,861,4562344358118,48,48,0,0
2018-04-14,861,4562344358118,47,47,0,0
2018-04-15,861,4562344358118,40,40,0,0
2018-04-16,861,4562344358118,32,32,0,0
2018-04-17,861,4562344358118,28,28,0,0
2018-04-18,861,4562344358118,27,27,0,0
2018-04-19,861,4562344358118,33,22,0,11
2018-04-20,861,4562344358118,30,19,0,11
2018-04-21,861,4562344358118,23,12,0,11
2018-04-22,861,4562344358118,19,8,0,11
2018-04-23,861,4562344358118,23,4,0,19
2018-04-24,861,4562344358118,30,0,0,30
2018-04-25,861,4562344358118,28,0,0,28
2018-04-26,861,4562344358118,65,2,0,63
2018-04-27,861,4562344358118,70,14,0,56
2018-04-28,861,4562344358118,63,14,0,49
2018-04-29,861,4562344358118,53,4,0,49
2018-04-30,861,4562344358118,66,1,0,65
2018-05-01,861,4562344358118,102,2,0,100
2018-05-02,861,4562344358118,103,3,0,100
2018-05-03,861,4562344358118,102,58,0,44
2018-05-04,861,4562344358118,103,69,0,34
2018-05-05,861,4562344358118,91,57,0,34
2018-05-06,861,4562344358118,85,51,0,34
2018-05-07,861,4562344358118,82,48,0,34
2018-05-08,861,4562344358118,85,51,0,34
2018-05-09,861,4562344358118,83,83,0,0
2018-05-10,861,4562344358118,77,77,0,0
2018-05-11,861,4562344358118,72,72,0,0
2018-05-12,861,4562344358118,70,70,0,0
2018-05-13,861,4562344358118,68,68,0,0
2018-05-14,861,4562344358118,60,60,0,0
2018-05-15,861,4562344358118,41,41,0,0
2018-05-16,861,4562344358118,32,31,0,1
2018-05-17,861,4562344358118,43,28,0,15
2018-05-18,861,4562344358118,48,28,0,20
2018-05-19,861,4562344358118,45,39,0,6
2018-05-20,861,4562344358118,47,36,0,11
2018-05-21,861,4562344358118,45,40,0,5
2018-05-22,861,4562344358118,44,39,0,5
2018-05-23,861,4562344358118,42,38,0,4
2018-05-24,861,4562344358118,39,35,0,4
2018-05-25,861,4562344358118,30,29,0,1
2018-05-26,861,4562344358118,26,26,0,0
2018-05-27,861,4562344358118,31,21,0,10
2018-05-28,861,4562344358118,30,13,0,17
2018-05-29,861,4562344358118,28,7,0,21
2018-05-30,861,4562344358118,35,7,0,28
2018-05-31,861,4562344358118,35,9,0,26
2018-06-01,861,4562344358118,38,12,0,26
2018-06-02,861,4562344358118,34,13,0,21
2018-06-03,861,4562344358118,27,2,0,25
2018-06-04,861,4562344358118,32,3,0,29
2018-06-05,861,4562344358118,31,2,0,29
2018-06-06,861,4562344358118,20,6,0,14
2018-06-07,861,4562344358118,32,11,0,21
2018-06-08,861,4562344358118,34,13,0,21
2018-06-09,861,4562344358118,30,21,0,9
2018-06-10,861,4562344358118,25,14,0,11
2018-06-11,861,4562344358118,60,13,0,47
2018-06-12,861,4562344358118,57,10,0,47
2018-06-13,861,4562344358118,52,17,0,35
2018-06-14,861,4562344358118,47,12,0,35
2018-06-15,861,4562344358118,44,44,0,0
2018-06-16,861,4562344358118,38,38,0,0
2018-06-17,861,4562344358118,35,35,0,0
2018-06-18,861,4562344358118,35,35,0,0
2018-06-19,861,4562344358118,61,35,0,26
2018-06-20,861,4562344358118,54,28,0,26
2018-06-21,861,4562344358118,54,28,0,26
2018-06-22,861,4562344358118,54,35,0,19
2018-06-23,861,4562344358118,54,35,0,19
2018-06-24,861,4562344358118,53,34,0,19
2018-06-25,861,4562344358118,52,52,0,0
2018-06-26,861,4562344358118,51,51,0,0
2018-06-27,861,4562344358118,50,50,0,0
2018-06-28,861,4562344358118,50,50,0,0
2018-06-29,861,4562344358118,50,50,0,0
2018-06-30,861,4562344358118,49,49,0,0
2018-07-01,861,4562344358118,49,49,0,0
2018-07-02,861,4562344358118,49,49,0,0
2018-07-03,861,4562344358118,49,49,0,0
2018-07-04,861,4562344358118,47,47,0,0
2018-07-05,861,4562344358118,40,40,0,0
2018-07-06,861,4562344358118,38,38,0,0
2018-07-07,861,4562344358118,34,34,0,0
2018-07-08,861,4562344358118,29,29,0,0
2018-07-09,861,4562344358118,27,27,0,0
2018-07-10,861,4562344358118,38,21,0,17
2018-07-11,861,4562344358118,30,13,0,17
2018-07-12,861,4562344358118,58,9,0,49
2018-07-13,861,4562344358118,96,6,0,90
2018-07-14,861,4562344358118,89,10,0,79
2018-07-15,861,4562344358118,81,2,0,79
2018-07-16,861,4562344358118,81,2,0,79
2018-07-17,861,4562344358118,81,2,0,79
2018-07-18,861,4562344358118,81,2,0,79
2018-07-19,861,4562344358118,81,2,0,79
2018-07-20,861,4562344358118,74,44,0,30
2018-07-21,861,4562344358118,58,56,0,2
2018-07-22,861,4562344358118,95,36,0,59
2018-07-23,861,4562344358118,125,14,0,111
2018-07-24,861,4562344358118,110,27,0,83
2018-07-25,861,4562344358118,240,13,0,227
2018-07-26,861,4562344358118,240,13,0,227
2018-07-27,861,4562344358118,237,10,0,227
2018-07-28,861,4562344358118,227,0,0,227
2018-07-29,861,4562344358118,227,0,0,227
2018-07-30,861,4562344358118,227,0,0,227
2018-04-01,861,4580244684717,8,8,0,0
2018-04-02,861,4580244684717,5,5,0,0
2018-04-03,861,4580244684717,5,5,0,0
2018-04-04,861,4580244684717,12,4,0,8
2018-04-05,861,4580244684717,11,3,0,8
2018-04-06,861,4580244684717,11,11,0,0
2018-04-07,861,4580244684717,9,9,0,0
2018-04-08,861,4580244684717,9,9,0,0
2018-04-09,861,4580244684717,9,9,0,0
2018-04-10,861,4580244684717,7,7,0,0
2018-04-11,861,4580244684717,4,4,0,0
2018-04-12,861,4580244684717,5,3,0,2
2018-04-13,861,4580244684717,6,3,0,3
2018-04-14,861,4580244684717,6,5,0,1
2018-04-15,861,4580244684717,4,3,0,1
2018-04-16,861,4580244684717,3,3,0,0
2018-04-17,861,4580244684717,6,3,0,3
2018-04-18,861,4580244684717,6,3,0,3
2018-04-19,861,4580244684717,5,5,0,0
2018-04-20,861,4580244684717,6,5,0,1
2018-04-21,861,4580244684717,6,5,0,1
2018-04-22,861,4580244684717,6,5,0,1
2018-04-23,861,4580244684717,6,5,0,1
2018-04-24,861,4580244684717,4,3,0,1
2018-04-25,861,4580244684717,4,2,0,2
2018-04-26,861,4580244684717,5,3,0,2
2018-04-27,861,4580244684717,5,3,0,2
2018-04-28,861,4580244684717,5,3,0,2
2018-04-29,861,4580244684717,5,3,0,2
2018-04-30,861,4580244684717,5,3,0,2
2018-05-01,861,4580244684717,3,3,0,0
2018-05-02,861,4580244684717,3,3,0,0
2018-05-03,861,4580244684717,4,3,0,1
2018-05-04,861,4580244684717,4,3,0,1
2018-05-05,861,4580244684717,2,1,0,1
2018-05-06,861,4580244684717,5,1,0,4
2018-05-07,861,4580244684717,7,1,0,6
2018-05-08,861,4580244684717,7,1,0,6
2018-05-09,861,4580244684717,7,1,0,6
2018-05-10,861,4580244684717,7,1,0,6
2018-05-11,861,4580244684717,8,8,0,0
2018-05-12,861,4580244684717,7,7,0,0
2018-05-13,861,4580244684717,7,7,0,0
2018-05-14,861,4580244684717,7,7,0,0
2018-05-15,861,4580244684717,6,6,0,0
2018-05-16,861,4580244684717,5,5,0,0
2018-05-17,861,4580244684717,7,5,0,2
2018-05-18,861,4580244684717,7,5,0,2
2018-05-19,861,4580244684717,7,5,0,2
2018-05-20,861,4580244684717,7,5,0,2
2018-05-21,861,4580244684717,6,5,0,1
2018-05-22,861,4580244684717,5,3,0,2
2018-05-23,861,4580244684717,8,3,0,5
2018-05-24,861,4580244684717,12,7,0,5
2018-05-25,861,4580244684717,10,8,0,2
2018-05-26,861,4580244684717,9,7,0,2
2018-05-27,861,4580244684717,7,5,0,2
2018-05-28,861,4580244684717,9,6,0,3
2018-05-29,861,4580244684717,8,5,0,3
2018-05-30,861,4580244684717,10,6,0,4
2018-05-31,861,4580244684717,12,6,0,6
2018-06-01,861,4580244684717,12,7,0,5
2018-06-02,861,4580244684717,12,10,0,2
2018-06-03,861,4580244684717,9,7,0,2
2018-06-04,861,4580244684717,5,4,0,1
2018-06-05,861,4580244684717,8,3,0,5
2018-06-06,861,4580244684717,7,2,0,5
2018-06-07,861,4580244684717,15,2,0,13
2018-06-08,861,4580244684717,15,2,0,13
2018-06-09,861,4580244684717,15,2,0,13
2018-06-10,861,4580244684717,15,2,0,13
2018-06-11,861,4580244684717,14,1,0,13
2018-06-12,861,4580244684717,14,1,0,13
2018-06-13,861,4580244684717,9,1,0,8
2018-06-14,861,4580244684717,9,1,0,8
2018-06-15,861,4580244684717,6,1,0,5
2018-06-16,861,4580244684717,6,1,0,5
2018-06-17,861,4580244684717,7,1,0,6
2018-06-18,861,4580244684717,7,1,0,6
2018-06-19,861,4580244684717,7,1,0,6
2018-06-20,861,4580244684717,7,1,0,6
2018-06-21,861,4580244684717,7,1,0,6
2018-06-22,861,4580244684717,10,1,0,9
2018-06-23,861,4580244684717,9,0,0,9
2018-06-24,861,4580244684717,9,0,0,9
2018-06-25,861,4580244684717,9,0,0,9
2018-06-26,861,4580244684717,8,0,0,8
2018-06-27,861,4580244684717,10,0,1,9
2018-06-28,861,4580244684717,10,0,1,9
2018-06-29,861,4580244684717,10,0,1,9
2018-06-30,861,4580244684717,10,0,1,9
2018-07-01,861,4580244684717,10,1,0,9
2018-07-02,861,4580244684717,10,1,0,9
2018-07-03,861,4580244684717,9,0,0,9
2018-07-04,861,4580244684717,4,0,0,4
2018-07-05,861,4580244684717,17,0,0,17
2018-07-06,861,4580244684717,17,0,0,17
2018-07-07,861,4580244684717,17,0,0,17
2018-07-08,861,4580244684717,17,0,0,17
2018-07-09,861,4580244684717,19,0,0,19
2018-07-10,861,4580244684717,19,0,0,19
2018-07-11,861,4580244684717,19,0,0,19
2018-07-12,861,4580244684717,19,0,0,19
2018-07-13,861,4580244684717,26,0,0,26
2018-07-14,861,4580244684717,26,0,0,26
2018-07-15,861,4580244684717,26,0,0,26
2018-07-16,861,4580244684717,26,0,0,26
2018-07-17,861,4580244684717,39,0,0,39
2018-07-18,861,4580244684717,38,0,0,38
2018-07-19,861,4580244684717,38,0,0,38
2018-07-20,861,4580244684717,35,0,0,35
2018-07-21,861,4580244684717,35,0,0,35
2018-07-22,861,4580244684717,35,0,0,35
2018-07-23,861,4580244684717,35,0,0,35
2018-07-24,861,4580244684717,35,0,0,35
2018-07-25,861,4580244684717,34,22,0,12
2018-07-26,861,4580244684717,44,32,0,12
2018-07-27,861,4580244684717,41,29,0,12
2018-07-28,861,4580244684717,41,29,0,12
2018-07-29,861,4580244684717,39,27,0,12
2018-07-30,861,4580244684717,36,24,0,12
2018-07-31,861,4580244684717,35,23,0,12
2018-04-01,861,4901140906879,32,0,0,32
2018-04-02,861,4901140906879,32,0,0,32
2018-04-03,861,4901140906879,32,0,0,32
2018-04-04,861,4901140906879,32,0,0,32
2018-04-05,861,4901140906879,32,0,0,32
2018-04-06,861,4901140906879,32,0,0,32
2018-04-07,861,4901140906879,32,0,0,32
2018-04-08,861,4901140906879,32,0,0,32
2018-04-09,861,4901140906879,26,26,0,0
2018-04-10,861,4901140906879,26,26,0,0
2018-04-11,861,4901140906879,25,25,0,0
2018-04-12,861,4901140906879,24,24,0,0
2018-04-13,861,4901140906879,24,24,0,0
2018-04-14,861,4901140906879,23,23,0,0
2018-04-15,861,4901140906879,19,19,0,0
2018-04-16,861,4901140906879,15,15,0,0
2018-04-17,861,4901140906879,13,5,0,8
2018-04-18,861,4901140906879,24,0,0,24
2018-04-19,861,4901140906879,50,2,0,48
2018-04-20,861,4901140906879,48,8,0,40
2018-04-21,861,4901140906879,44,20,0,24
2018-04-22,861,4901140906879,38,14,0,24
2018-04-23,861,4901140906879,55,37,0,18
2018-04-24,861,4901140906879,53,35,0,18
2018-04-25,861,4901140906879,50,32,0,18
2018-04-26,861,4901140906879,45,41,0,4
2018-04-27,861,4901140906879,43,39,0,4
2018-04-28,861,4901140906879,33,29,0,4
2018-04-29,861,4901140906879,29,25,0,4
2018-04-30,861,4901140906879,23,19,0,4
2018-05-01,861,4901140906879,60,11,0,49
2018-05-02,861,4901140906879,50,1,0,49
2018-05-03,861,4901140906879,49,0,0,49
2018-05-04,861,4901140906879,49,0,0,49
2018-05-05,861,4901140906879,49,0,0,49
2018-05-06,861,4901140906879,49,0,0,49
2018-05-07,861,4901140906879,49,0,0,49
2018-05-08,861,4901140906879,49,0,0,49
2018-05-09,861,4901140906879,47,2,0,45
2018-05-10,861,4901140906879,45,0,0,45
2018-05-11,861,4901140906879,41,0,0,41
2018-05-12,861,4901140906879,41,0,0,41
2018-05-13,861,4901140906879,41,0,0,41
2018-05-14,861,4901140906879,41,0,0,41
2018-05-15,861,4901140906879,41,0,0,41
2018-05-16,861,4901140906879,41,0,0,41
2018-05-17,861,4901140906879,41,0,0,41
2018-05-18,861,4901140906879,41,0,0,41
2018-05-19,861,4901140906879,41,0,0,41
2018-05-20,861,4901140906879,41,0,0,41
2018-05-21,861,4901140906879,41,0,0,41
2018-05-22,861,4901140906879,41,0,0,41
2018-05-23,861,4901140906879,41,0,0,41
2018-05-24,861,4901140906879,41,0,0,41
2018-05-25,861,4901140906879,41,0,0,41
2018-05-26,861,4901140906879,41,0,0,41
2018-05-27,861,4901140906879,41,0,0,41
2018-05-28,861,4901140906879,41,0,0,41
2018-05-29,861,4901140906879,41,0,0,41
2018-05-30,861,4901140906879,0,0,0,0
2018-05-31,861,4901140906879,7,0,0,7
2018-06-01,861,4901140906879,7,0,0,7
2018-06-02,861,4901140906879,7,0,0,7
2018-06-03,861,4901140906879,7,0,0,7
2018-06-04,861,4901140906879,7,0,0,7
2018-06-05,861,4901140906879,7,0,0,7
2018-06-06,861,4901140906879,7,0,0,7
2018-06-07,861,4901140906879,7,0,0,7
2018-06-08,861,4901140906879,1,0,1,0
2018-06-09,861,4901140906879,1,0,1,0
2018-06-10,861,4901140906879,5,0,1,4
2018-06-11,861,4901140906879,6,0,2,4
2018-06-12,861,4901140906879,6,0,2,4
2018-06-13,861,4901140906879,12,0,3,9
2018-06-14,861,4901140906879,12,0,3,9
2018-06-15,861,4901140906879,12,0,3,9
2018-06-16,861,4901140906879,12,0,3,9
2018-06-17,861,4901140906879,12,0,3,9
2018-06-18,861,4901140906879,10,0,1,9
2018-06-19,861,4901140906879,6,0,1,5
2018-06-20,861,4901140906879,6,0,1,5
2018-06-21,861,4901140906879,6,0,1,5
2018-06-22,861,4901140906879,11,0,1,10
2018-06-23,861,4901140906879,11,0,1,10
2018-06-24,861,4901140906879,11,0,1,10
2018-06-25,861,4901140906879,13,0,3,10
2018-06-26,861,4901140906879,15,0,5,10
2018-06-27,861,4901140906879,19,0,8,11
2018-06-28,861,4901140906879,18,0,7,11
2018-06-29,861,4901140906879,16,0,5,11
2018-06-30,861,4901140906879,16,0,5,11
2018-07-01,861,4901140906879,15,1,0,14
2018-07-02,861,4901140906879,20,0,0,20
2018-07-03,861,4901140906879,15,0,0,15
2018-07-04,861,4901140906879,15,0,0,15
2018-07-05,861,4901140906879,27,0,0,27
2018-07-06,861,4901140906879,27,0,0,27
2018-07-07,861,4901140906879,36,36,0,0
2018-07-08,861,4901140906879,46,46,0,0
2018-07-09,861,4901140906879,12,12,0,0
2018-07-10,861,4901140906879,44,11,0,33
2018-07-11,861,4901140906879,37,4,0,33
2018-07-12,861,4901140906879,72,27,0,45
2018-07-13,861,4901140906879,105,5,0,100
2018-07-14,861,4901140906879,115,15,0,100
2018-07-15,861,4901140906879,109,9,0,100
2018-07-16,861,4901140906879,100,0,0,100
2018-07-17,861,4901140906879,100,0,0,100
2018-07-18,861,4901140906879,100,0,0,100
2018-07-19,861,4901140906879,100,0,0,100
2018-07-20,861,4901140906879,100,0,0,100
2018-07-21,861,4901140906879,100,0,0,100
2018-07-22,861,4901140906879,100,0,0,100
2018-07-23,861,4901140906879,100,0,0,100
2018-07-24,861,4901140906879,100,0,0,100
2018-07-25,861,4901140906879,100,0,0,100
2018-07-26,861,4901140906879,100,0,0,100
2018-07-27,861,4901140906879,100,0,0,100
2018-07-28,861,4901140906879,100,0,0,100
2018-07-29,861,4901140906879,100,0,0,100
2018-07-30,861,4901140906879,100,0,0,100
2018-07-31,861,4901140906879,100,0,0,100
2018-04-01,861,4901301289469,12,12,0,0
2018-04-02,861,4901301289469,12,12,0,0
2018-04-03,861,4901301289469,11,8,0,3
2018-04-04,861,4901301289469,11,8,0,3
2018-04-05,861,4901301289469,11,8,0,3
2018-04-06,861,4901301289469,11,11,0,0
2018-04-07,861,4901301289469,16,10,0,6
2018-04-08,861,4901301289469,16,10,0,6
2018-04-09,861,4901301289469,16,16,0,0
2018-04-10,861,4901301289469,16,16,0,0
2018-04-11,861,4901301289469,16,16,0,0
2018-04-12,861,4901301289469,16,16,0,0
2018-04-13,861,4901301289469,16,16,0,0
2018-04-14,861,4901301289469,16,16,0,0
2018-04-15,861,4901301289469,4,4,0,0
2018-04-16,861,4901301289469,15,2,0,13
2018-04-17,861,4901301289469,45,2,0,43
2018-04-18,861,4901301289469,16,16,0,0
2018-04-19,861,4901301289469,16,16,0,0
2018-04-20,861,4901301289469,14,14,0,0
2018-04-21,861,4901301289469,9,9,0,0
2018-04-22,861,4901301289469,9,9,0,0
2018-04-23,861,4901301289469,9,9,0,0
2018-04-24,861,4901301289469,9,9,0,0
2018-04-25,861,4901301289469,12,9,0,3
2018-04-26,861,4901301289469,12,9,0,3
2018-04-27,861,4901301289469,12,12,0,0
2018-04-28,861,4901301289469,12,12,0,0
2018-04-29,861,4901301289469,12,12,0,0
2018-04-30,861,4901301289469,24,12,0,12
2018-05-01,861,4901301289469,24,12,0,12
2018-05-02,861,4901301289469,24,24,0,0
2018-05-03,861,4901301289469,24,24,0,0
2018-05-04,861,4901301289469,24,24,0,0
2018-05-05,861,4901301289469,45,24,0,21
2018-05-06,861,4901301289469,45,24,0,21
2018-05-07,861,4901301289469,45,45,0,0
2018-05-08,861,4901301289469,45,45,0,0
2018-05-09,861,4901301289469,44,44,0,0
2018-05-10,861,4901301289469,44,44,0,0
2018-05-11,861,4901301289469,56,44,0,12
2018-05-12,861,4901301289469,56,44,0,12
2018-05-13,861,4901301289469,50,38,0,12
2018-05-14,861,4901301289469,50,50,0,0
2018-05-15,861,4901301289469,48,48,0,0
2018-05-16,861,4901301289469,44,44,0,0
2018-05-17,861,4901301289469,44,44,0,0
2018-05-18,861,4901301289469,44,44,0,0
2018-05-19,861,4901301289469,43,43,0,0
2018-05-20,861,4901301289469,43,43,0,0
2018-05-21,861,4901301289469,43,43,0,0
2018-05-22,861,4901301289469,43,43,0,0
2018-05-23,861,4901301289469,43,43,0,0
2018-05-24,861,4901301289469,43,43,0,0
2018-05-25,861,4901301289469,43,43,0,0
2018-05-26,861,4901301289469,28,28,0,0
2018-05-27,861,4901301289469,28,28,0,0
2018-05-28,861,4901301289469,24,24,0,0
2018-05-29,861,4901301289469,24,24,0,0
2018-05-30,861,4901301289469,24,24,0,0
2018-05-31,861,4901301289469,24,24,0,0
2018-06-01,861,4901301289469,24,24,0,0
2018-06-02,861,4901301289469,23,23,0,0
2018-06-03,861,4901301289469,23,23,0,0
2018-06-04,861,4901301289469,23,23,0,0
2018-06-05,861,4901301289469,23,23,0,0
2018-06-06,861,4901301289469,23,23,0,0
2018-06-07,861,4901301289469,23,23,0,0
2018-06-08,861,4901301289469,23,23,0,0
2018-06-09,861,4901301289469,22,22,0,0
2018-06-10,861,4901301289469,19,19,0,0
2018-06-11,861,4901301289469,19,19,0,0
2018-06-12,861,4901301289469,18,18,0,0
2018-06-13,861,4901301289469,18,18,0,0
2018-06-14,861,4901301289469,18,18,0,0
2018-06-15,861,4901301289469,12,12,0,0
2018-06-16,861,4901301289469,5,5,0,0
2018-06-17,861,4901301289469,5,5,0,0
2018-06-18,861,4901301289469,11,5,0,6
2018-06-19,861,4901301289469,9,3,0,6
2018-06-20,861,4901301289469,8,8,0,0
2018-06-21,861,4901301289469,23,8,0,15
2018-06-22,861,4901301289469,14,14,0,0
2018-06-23,861,4901301289469,14,14,0,0
2018-06-24,861,4901301289469,14,14,0,0
2018-06-25,861,4901301289469,14,14,0,0
2018-06-26,861,4901301289469,14,14,0,0
2018-06-27,861,4901301289469,14,14,0,0
2018-06-28,861,4901301289469,14,14,0,0
2018-06-29,861,4901301289469,17,14,3,0
2018-06-30,861,4901301289469,16,13,3,0
2018-07-01,861,4901301289469,16,16,0,0
2018-07-02,861,4901301289469,16,16,0,0
2018-07-03,861,4901301289469,15,15,0,0
2018-07-04,861,4901301289469,14,14,0,0
2018-07-05,861,4901301289469,12,12,0,0
2018-07-06,861,4901301289469,12,12,0,0
2018-07-07,861,4901301289469,12,12,0,0
2018-07-08,861,4901301289469,12,12,0,0
2018-07-09,861,4901301289469,10,10,0,0
2018-07-10,861,4901301289469,10,10,0,0
2018-07-11,861,4901301289469,9,9,0,0
2018-07-12,861,4901301289469,9,9,0,0
2018-07-13,861,4901301289469,9,9,0,0
2018-07-14,861,4901301289469,6,6,0,0
