item_cd,store_cd,日付,chanel_gp,販売数,dept_cd,部門名,商品名,季節休日係数,季節休日係数割戻販売数
3045386376735,861,2018-07-18,Amazon,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.59,-0.0
3045386376735,861,2018-07-18,Yahoo!,2.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.59,3.0
3045386376735,861,2018-07-18,楽天,2.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.59,3.0
3045386376735,861,2018-07-18,自社EC,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.59,-0.0
3045386376735,861,2018-07-19,Amazon,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.58,-0.0
3045386376735,861,2018-07-19,Yahoo!,1.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.58,1.0
3045386376735,861,2018-07-19,楽天,2.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.58,3.0
3045386376735,861,2018-07-19,自社EC,3.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.58,5.0
3045386376735,861,2018-07-20,Amazon,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.58,-0.0
3045386376735,861,2018-07-20,Yahoo!,0.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.58,-0.0
3045386376735,861,2018-07-20,楽天,3.0,253020,電気ケトル,電気ｹﾄﾙ ｢ｼﾞｬｽﾃｨﾝ･ﾌﾟﾗｽ ﾛｯｸ｣ 1L ﾚｯﾄﾞ KO4415JP,0.58,5.0
