日付,store_cd,item_cd,販売数,μ,μ+2σ,スパイク日,販売可能在庫,総在庫量,移送中,発注残,dept_cd,部門名,商品名
2018-07-15,861,4547597932865,0,0.7419354838709677,2.5712834682268157,0,5,5,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-16,861,4547597932865,1,0.7419354838709677,2.5712834682268157,0,4,4,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-17,861,4547597932865,0,0.7419354838709677,2.5712834682268157,0,5,15,0,10,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-18,861,4547597932865,0,0.7419354838709677,2.5712834682268157,0,5,15,0,10,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-19,861,4547597932865,1,0.7419354838709677,2.5712834682268157,0,14,14,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-20,861,4547597932865,1,0.7419354838709677,2.5712834682268157,0,13,13,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-21,861,4547597932865,0,0.7419354838709677,2.5712834682268157,0,13,13,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-22,861,4547597932865,1,0.7419354838709677,2.5712834682268157,0,12,12,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-23,861,4547597932865,0,0.7419354838709677,2.5712834682268157,0,12,12,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-24,861,4547597932865,2,0.7419354838709677,2.5712834682268157,0,10,10,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-25,861,4547597932865,1,0.7419354838709677,2.5712834682268157,0,8,8,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-26,861,4547597932865,1,0.7419354838709677,2.5712834682268157,0,7,7,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-27,861,4547597932865,2,0.7419354838709677,2.5712834682268157,0,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-28,861,4547597932865,0,0.7419354838709677,2.5712834682268157,0,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-29,861,4547597932865,0,0.7419354838709677,2.5712834682268157,0,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-30,861,4547597932865,0,0.7419354838709677,2.5712834682268157,0,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-31,861,4547597932865,0,0.7419354838709677,2.5712834682268157,0,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Magic Trackpad 2
2018-07-01,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,6,7,1,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-02,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,6,7,1,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-03,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,6,7,1,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-04,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,6,7,1,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-05,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,6,7,1,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-06,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,6,7,1,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-07,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,6,7,1,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-08,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,6,7,1,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-09,861,4547597932902,1,0.41935483870967744,1.6400572857048066,0,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-10,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,6,6,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-11,861,4547597932902,1,0.41935483870967744,1.6400572857048066,0,5,5,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-12,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,5,5,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-13,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,5,5,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-14,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,5,5,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-15,861,4547597932902,1,0.41935483870967744,1.6400572857048066,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-16,861,4547597932902,1,0.41935483870967744,1.6400572857048066,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-17,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,3,3,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-18,861,4547597932902,1,0.41935483870967744,1.6400572857048066,0,2,2,0,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-19,861,4547597932902,1,0.41935483870967744,1.6400572857048066,0,1,3,2,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-20,861,4547597932902,1,0.41935483870967744,1.6400572857048066,0,0,2,2,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-21,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,0,3,3,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-22,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,0,3,3,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-23,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,0,6,6,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-24,861,4547597932902,2,0.41935483870967744,1.6400572857048066,1,0,6,6,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-25,861,4547597932902,2,0.41935483870967744,1.6400572857048066,1,0,6,6,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-26,861,4547597932902,1,0.41935483870967744,1.6400572857048066,0,0,16,6,10,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-27,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,0,16,6,10,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-28,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,10,16,6,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-29,861,4547597932902,1,0.41935483870967744,1.6400572857048066,0,9,15,6,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-30,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,9,15,6,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-31,861,4547597932902,0,0.41935483870967744,1.6400572857048066,0,12,15,3,0,369992,Ｍａｃ純正アクセサリー,Magic Keyboard JIS
2018-07-01,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-02,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-03,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-04,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-05,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-06,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-07,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-08,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-09,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-10,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-11,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-12,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-13,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-14,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-15,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-16,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-17,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-18,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-19,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-20,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-21,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-22,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-23,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-24,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-25,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-26,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-27,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-28,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-29,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-30,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-31,861,4547597940013,0,0.0,0.0,1,22,22,0,0,369992,Ｍａｃ純正アクセサリー,Remote Loop
2018-07-01,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,0,4,0,4,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-02,861,4547597961803,3,0.3870967741935484,1.8835372264184778,1,0,4,0,4,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-03,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,4,4,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-04,861,4547597961803,2,0.3870967741935484,1.8835372264184778,1,0,0,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-05,861,4547597961803,1,0.3870967741935484,1.8835372264184778,0,0,4,0,4,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-06,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,0,4,0,4,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-07,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,0,4,0,4,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-08,861,4547597961803,1,0.3870967741935484,1.8835372264184778,0,0,5,0,5,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-09,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,0,5,0,5,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-10,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,9,9,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-11,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,9,9,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-12,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,9,9,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-13,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,9,9,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-14,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,9,9,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-15,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,9,9,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-16,861,4547597961803,1,0.3870967741935484,1.8835372264184778,0,8,8,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-17,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,8,8,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-18,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,8,8,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-19,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,8,8,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-20,861,4547597961803,1,0.3870967741935484,1.8835372264184778,0,7,7,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-21,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,7,7,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-22,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,7,7,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-23,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,7,8,0,1,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-24,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,7,8,0,1,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-25,861,4547597961803,2,0.3870967741935484,1.8835372264184778,1,4,5,0,1,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-26,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,5,8,0,3,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-27,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,5,8,0,3,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-28,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,5,8,0,3,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-29,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,5,8,0,3,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-30,861,4547597961803,0,0.3870967741935484,1.8835372264184778,0,5,8,0,3,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-31,861,4547597961803,1,0.3870967741935484,1.8835372264184778,0,7,7,0,0,301040,ｉＭａｃ,iMac 21.5/3.0QC/8GB/1TB/RP555-JPN
2018-07-01,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-02,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-03,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-04,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,1,1,0,0,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-05,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,0,4,0,4,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-06,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,0,5,0,5,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-07,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,0,5,0,5,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-08,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,0,5,0,5,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-09,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,0,5,0,5,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-10,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,5,5,0,0,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-11,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-12,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,3,4,0,1,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-13,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,3,5,0,2,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-14,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,5,6,0,1,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-15,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,5,6,0,1,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-16,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,5,6,0,1,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-17,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,5,6,0,1,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-18,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,4,5,0,1,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-19,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,3,5,0,2,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-20,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,3,5,0,2,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-21,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,3,5,0,2,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-22,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,2,6,0,4,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-23,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,2,6,0,4,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-24,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,3,6,0,3,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-25,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,3,9,0,6,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-26,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,2,8,0,6,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-27,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,2,8,0,6,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-28,861,4547597961841,1,0.41935483870967744,1.4062618413405392,0,2,8,0,6,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-29,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,2,8,0,6,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-30,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,2,8,0,6,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-31,861,4547597961841,0,0.41935483870967744,1.4062618413405392,0,9,9,0,0,301040,ｉＭａｃ,iMac 27/3.4QC/8GB/1TB FD/RP570-JPN
2018-07-01,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-02,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-03,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-04,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-05,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-06,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-07,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-08,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-09,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-10,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-11,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-12,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-13,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-14,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-15,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-16,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-17,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,4,4,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-18,861,4547597961858,1,0.03225806451612903,0.385627456454946,1,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-19,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-20,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-21,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-22,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-23,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-24,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-25,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-26,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-27,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-28,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-29,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-30,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-31,861,4547597961858,0,0.03225806451612903,0.385627456454946,0,3,3,0,0,301040,ｉＭａｃ,iMac 27/3.5QC/8GB/1TB FD/RP575-JPN
2018-07-01,861,4547597961865,0,0.06451612903225806,0.5558563294105747,0,0,2,0,2,301040,ｉＭａｃ,iMac 27/3.8QC/8GB/2TB FD/RP580-JPN
2018-07-02,861,4547597961865,0,0.06451612903225806,0.5558563294105747,0,0,2,0,2,301040,ｉＭａｃ,iMac 27/3.8QC/8GB/2TB FD/RP580-JPN
